"","dWT1","dWT2","dWT3","WT1","WT2","WT3","TV1","TV2"
"6803t35",133.32353229568,134.990714374025,182.040147807913,153.622351734535,138.244417546569,126.878102869505,226.500223110173,239.520765706986
"6803t35_5'UTR",0,0,0,0,0,0,0,0
"6803t36",14.0340560311242,15.450744416304,16.7901107201473,14.4431270861529,24.6028200718471,74.7674534766727,63.9054200917989,14.2008359114814
"6803t36_5'UTR",0,0,0,0,0,0,0,0
"6803t37",0,0,0,0,0,0,0,0
"6803t38",56.1362241244968,56.1105981434199,89.2526938281514,55.1464852380382,63.2643944704639,109.885499806625,75.2304312473075,47.3361197049379
"6803t38_5'UTR",0,0,0.883690037902489,0,1.17156286056415,3.39852061257603,0.808929368250619,0
"6803t39",165.401374652535,137.430305597652,204.132398755475,170.691501927261,171.048177642365,177.855912058146,143.18049818036,139.168191932517
"6803t40",0,0,0,0,0,0,0,0
"6803t41",87.2116339077003,93.5176635723664,90.1363838660539,93.2238202833502,115.98472319585,95.1585771521288,74.4215018790569,93.725517015777
"6803t41_5'UTR",1.00243257365173,2.43959122362695,1.76738007580498,7.87806931971974,2.34312572112829,4.53136081676804,5.66250557775433,5.68033436459254
"6803t42",3.00729772095518,35.7806712798619,33.5802214402946,39.3903465985987,37.4900115380527,33.9852061257603,42.0643271490322,35.9754509757528
"6803t42_5'UTR",0,0,0,0,0,0,0,0
"CRISPR1",3270.93748782559,2642.89049226253,2959.47793693544,1562.48374841108,1168.04817198245,660.445839043942,3172.62098227893,2783.36383865035
"CRISPR2",512.243045136033,230.947969170018,249.200590688502,97.1628549432101,193.307871993084,132.542303890465,109.205464713834,77.6312363160981
"CRISPR3",46512.8714174402,29778.4636726651,43382.111340709,8956.05180496805,8846.47116011986,4891.6040017011,31497.2828115743,29024.6151582797
"NC-2306445",88.214066481352,77.2537220815201,133.437195723276,106.353935816216,135.901291825441,71.3689328640966,111.632252818585,78.5779587101969
"NC-3547510",7.01702801556209,19.5167297890156,15.9064206822448,11.8171039795796,10.5440657450773,2.26568040838402,14.5607286285111,14.2008359114814
"Norf1",3150.64557898738,1775.20921372588,2908.22391473709,3396.76088835249,4360.55696701975,2030.04964591208,1711.69454321831,1492.98121549374
"Norf1_3'UTR",445.080062701367,201.672874486495,363.196605577923,450.362962777312,555.320795907405,346.649102482755,160.976944281873,185.557589243356
"Norf1_5'UTR",13802.4941066106,6886.96602429888,14157.5980972358,16014.8019154369,19738.4910747847,4125.8040236673,6291.04369688506,5667.08025107516
"Norf2",101.245689938825,95.1440577214511,94.5548340555663,91.9108087300636,127.700351801492,103.088458581473,84.9375836663149,98.4591289862708
"Norf2_5'UTR",2.00486514730346,6.50557659633853,6.18583026531742,17.0691501927261,10.5440657450773,11.3284020419201,8.08929368250619,9.46722394098757
"Norf3",138.335695163938,107.342013839586,111.344944775714,91.9108087300636,127.700351801492,128.010943073697,114.059040923337,93.725517015777
"Norf3_5'UTR",0,0,0,0,0,0,0.808929368250619,0
"Norf4",101.245689938825,152.067852939413,140.506716026496,208.768836972573,226.11163208888,185.78579348749,86.5554424028162,91.8320722275794
"Norf4_3'UTR",104.25298765978,110.594802137755,103.391734434591,101.10188960307,131.215040383184,206.176917162946,89.7911598758187,95.6189618039745
"Norf4_5'UTR",37.0900052251139,31.7146859071504,47.7192620467344,53.8334736847515,79.6662745183619,81.5644947018247,42.0643271490322,44.4959525226416
"Norf5",171.415970094445,162.639414908463,198.83025852806,202.20377920614,285.861337977652,222.036680021634,156.93229744062,189.344478819751
"Norf5_5'UTR",0,0,0,0,0,0,0,0
"Norf6",389.946271150522,396.026975302108,553.189963726958,600.046279851987,499.085778600326,322.859458194723,529.848736204155,488.508755354959
"Norf6_5'UTR",3.00729772095518,2.43959122362695,2.65107011370747,3.93903465985987,12.8871914662056,10.1955618377281,5.66250557775433,7.57377915279006
"Norf7",312.758962979339,243.959122362695,227.992029778842,266.541345317184,322.17978665514,283.210051048002,177.964461015136,165.676418967283
"Norf7_5'UTR",5.01216286825864,11.3847590435924,4.41845018951244,3.93903465985987,1.17156286056415,2.26568040838402,4.04464684125309,6.6270567586913
"Norf8",65.1581172873623,53.6710069197929,48.6029520846369,47.2684159183184,46.8625144225658,101.955618377281,23.4589516792679,45.4426749167403
"ncl0020",1014.46176453555,1143.3550868065,785.600443695313,40.7033581518853,52.7203287253866,56.6420102096005,598.607732505458,730.869688244241
"ncl0030",82.1994710394417,91.0780723487395,82.1831735249315,128.675132222089,121.842537498671,65.7047318431366,84.1286542980643,60.5902332223205
"ncl0040",467.133579321705,545.655237017895,705.184650246186,493.69234403577,538.918915859507,195.981355325218,690.016751117778,496.082534507749
"ncl0050",20.0486514730346,33.341080056235,41.533431781417,13.1301155328662,33.9753229563602,28.3210051048002,33.1661040982754,25.5615046406664
"ncl0060",47.1143309616312,45.5390361743697,27.3943911749772,49.8944390248917,33.9753229563602,45.3136081676804,49.3446914632877,35.9754509757528
"ncl0070",5956.45435263857,4111.52440888595,7225.04974989075,7054.81107580902,6129.61688647161,2761.86441782012,5428.7249903299,4984.49340492996
"ncl0080",23.0559491939897,27.6487005344388,38.8823616677095,34.1383003854522,10.5440657450773,5.66420102096005,38.8286096760297,42.6025077344441
"ncl0100",47.1143309616312,43.0994449507428,31.8128413644896,35.4513119387388,48.03407728313,87.2286957227848,16.987516733263,29.3483942170615
"ncl0110",27.0656794885967,20.3299268635579,26.5107011370747,27.5732426190191,23.4312572112829,35.1180463299523,42.0643271490322,41.6557853403453
"ncl0120",0,1.62639414908463,0,0,3.51468858169244,1.13284020419201,0.808929368250619,0.946722394098757
"ncl0130",5.01216286825864,1.62639414908463,5.30214022741493,6.56505776643311,4.68625144225658,2.26568040838402,2.42678810475186,10.4139463350863
"ncl0140",31.0754097832036,41.4730508016582,51.2540221983444,30.1992657255923,51.5487658648224,13.5940824503041,33.1661040982754,28.4016718229627
"ncl0150",830.014170983631,845.724957524009,1054.24221521767,1173.83232863824,1260.60163796702,583.412705158885,868.790141501164,778.205807949179
"ncl0160",13054.6794066665,12607.8074437041,5086.51985816673,6410.12240314529,14424.2819392658,43097.7727282808,2489.07566610715,3081.58139279145
"ncl0170",1185.87773462999,718.866213895408,1413.02037060608,1448.25174327514,1914.33371416181,1077.3310341866,440.057576328337,423.184910162144
"ncl0180",20.0486514730346,12.1979561181348,30.0454612886846,14.4431270861529,7.02937716338487,11.3284020419201,28.3125278887717,20.8278926701727
"ncl0190",7.01702801556209,16.2639414908463,22.0922509475622,32.8252888321656,25.7743829324112,11.3284020419201,12.9428698920099,20.8278926701727
"ncl0200",109.265150528038,102.462831392332,113.112324851519,108.97995892279,99.5828431479524,212.973958388098,58.2429145140445,71.9509019515056
"ncl0210",2.00486514730346,0,0.883690037902489,0,0,0,0.808929368250619,0
"ncl0215",281.683553196136,432.620843656513,465.704649974612,439.858870351019,324.522912376268,202.77839655037,495.873702737629,320.938891599479
"ncl0230",55.133791550845,65.8689630379277,46.8355720088319,47.2684159183184,26.9459457929754,39.6494071467203,31.5482453617741,31.241839005259
"ncl0240",11.026758310169,3.25278829816927,15.0227306443423,6.56505776643311,4.68625144225658,14.7269226544961,4.85357620950371,7.57377915279006
"ncl0250",3.00729772095518,9.7583648945078,4.41845018951244,10.504092426293,7.02937716338487,5.66420102096005,8.8982230507568,1.89344478819751
"ncl0260",224.544896497987,319.58645029513,270.409151598162,262.602310657325,212.05287776211,212.973958388098,303.348513093982,255.615046406664
"ncl0270",898.179585991948,627.788141546668,652.163247972037,748.416585373375,930.220911287932,1029.75174561054,476.459397899614,494.189089719551
"ncl0280",558.354943524012,706.668257777273,597.374465622083,547.525817720522,615.070501796176,865.489916002696,431.96828264583,455.373471561502
"ncl0290",9.02189316286555,8.13197074542317,5.30214022741493,2.62602310657325,10.5440657450773,28.3210051048002,4.04464684125309,3.78688957639503
"ncl0300",8.01946058921382,7.31877367088085,12.3716605306348,15.7561386394395,8.20094002394902,3.39852061257603,10.516081787258,8.52050154688881
"ncl0310",52.1264938298898,60.1765835161314,64.5093727668817,55.1464852380382,56.235017307079,47.5792885760644,33.975033466526,53.0164540695304
"ncl0320",364.885456809229,425.302069985632,613.280886304327,447.736939670738,514.31609578766,274.147329414466,613.168461133969,528.271095907107
"ncl0330",58.1410892718002,45.5390361743697,65.3930628047842,36.7643234920254,51.5487658648224,30.5866855131843,33.975033466526,57.7500660400242
"ncl0350",79.1921733184865,103.276028466874,53.0214022741493,123.423086008943,93.7250288451316,101.955618377281,27.503598520521,36.9221733698515
"ncl0360",0,0,0,0,0,0,0,0
"ncl0370",47.1143309616312,59.3633864415891,82.1831735249315,107.666947369503,117.156286056415,81.5644947018247,81.7018661933125,77.6312363160981
"ncl0380",8098.65276253231,8184.82855526842,9194.7948443754,6733.1232452538,6809.12334559881,5147.62588784849,8132.16693902347,7177.10246966268
"ncl0390",29.0705446359001,16.2639414908463,9.72059041692738,13.1301155328662,17.5734429084622,35.1180463299523,6.47143494600495,4.73361197049379
"ncl0400",1563.7948148967,1780.08839617313,2334.70908013838,1869.72845188015,1615.58518471796,812.246426405671,1475.48716768913,1812.02666230502
"ncl0410",76.1848755975313,99.2100430941626,94.5548340555663,123.423086008943,147.616920431082,81.5644947018247,105.16081787258,106.032908139061
"ncl0420",5.01216286825864,3.25278829816927,0,1.31301155328662,1.17156286056415,3.39852061257603,3.23571747300247,2.84016718229627
"ncl0430",51.1240612562381,42.2862478762005,25.6270110991722,43.3293812584586,59.7497058887714,37.3837267383363,22.6500223110173,50.1762868872341
"ncl0440",60.1459544191037,71.5613425597239,66.2767528426867,124.736097562229,112.470034614158,54.3763298012165,60.6697026187964,56.8033436459254
"ncl0460",31.0754097832036,27.6487005344388,60.9746126152717,45.9554043650318,59.7497058887714,19.2582834712642,32.3571747300247,42.6025077344441
"ncl0490",780.894974874696,648.931265484769,900.480148622636,2115.26161234475,2261.1163208888,1114.71476092494,680.30959869877,681.640123751105
"ncl0500",44.107033240676,85.3856928269433,59.2072325394668,77.4676816439107,80.8378373789261,57.7748504137925,49.3446914632877,61.5369556164192
"ncl0520",15.0364886047759,15.450744416304,16.7901107201473,6.56505776643311,11.7156286056415,18.1254432670722,19.4143048380148,10.4139463350863
"ncl0530",54.1313589771933,68.3085542615546,41.533431781417,56.4594967913248,46.8625144225658,71.3689328640966,94.6447360853224,102.246018562666
"ncl0540",12.0291908838207,3.25278829816927,17.6738007580498,28.8862541723057,30.4606343746678,28.3210051048002,12.9428698920099,15.1475583055801
"ncl0550",0,0,0,0,0,0,0,0
"ncl0560",1318.19883435202,1136.84951021016,1510.22627477535,3975.79898335189,4095.78376053225,1562.18664158078,1926.86975517297,1890.60462101522
"ncl0570",29.0705446359001,16.2639414908463,17.6738007580498,72.2156354307643,31.6321972352319,22.6568040838402,161.785873650124,136.328024750221
"ncl0580",152.369751195063,77.2537220815201,147.576236329716,158.874397947681,152.303171873339,65.7047318431366,110.014394082084,83.3115706806906
"ncl0590",867.104176208745,1296.23613682045,1507.57520466165,1680.65478820688,1647.21738195319,786.191101709255,1651.83376996776,1723.98147965384
"ncl0600",8.01946058921382,7.31877367088085,19.4411808338548,9.19108087300636,8.20094002394902,2.26568040838402,5.66250557775433,19.8811702760739
"ncl0610",122.296773985511,72.3745396342662,61.8583026531742,57.7725083446114,85.5240888211826,87.2286957227848,38.0196803077791,58.696788434123
"ncl0620",8.01946058921382,8.13197074542317,10.6042804548299,2.62602310657325,8.20094002394902,15.8597628586881,13.7517992602605,4.73361197049379
"ncl0640",83.2019036130934,70.7481454851816,114.879704927324,85.3457509636305,76.1515859366695,72.5017730682886,67.1411375648013,65.3238451928142
"ncl0650",21.0510840466863,27.6487005344388,30.9291513265871,61.7115430044713,30.4606343746678,27.1881649006082,37.2107509395285,26.5082270347652
"ncl0660",35.0851400778105,32.5278829816927,48.6029520846369,42.0163697051719,30.4606343746678,23.7896442880322,42.0643271490322,77.6312363160981
"ncl0680",10.0243257365173,7.31877367088085,9.72059041692738,5.25204621314649,9.37250288451317,9.06272163353608,10.516081787258,15.1475583055801
"ncl0690",814.977682378855,926.231467903699,960.571071200005,856.083532742878,1043.86250876265,995.766539484777,478.077256636116,491.348922537255
"ncl0700",68.1654150083175,71.5613425597239,84.8342436386389,53.8334736847515,59.7497058887714,50.9778091886404,70.3768550378038,78.5779587101969
"ncl0710",177.430565536356,202.486071561037,292.501402545724,279.671460850051,138.244417546569,154.066267770113,681.927457435272,657.025341504538
"ncl0720",1033.50798343493,1074.2333354704,765.275572823555,1389.16622337725,1512.48765298831,1439.83989952804,1359.81026802929,871.931324964955
"ncl0730",71.1727127292727,69.1217513360969,58.3235425015643,57.7725083446114,45.6909515620017,20.3911236754562,82.5107955615631,69.1107347692093
"ncl0740",26.0632469149449,36.5938683544043,37.998671629807,49.8944390248917,32.8037600957961,6.79704122515206,30.7393159935235,15.1475583055801
"ncl0750",9.02189316286555,4.06598537271158,4.41845018951244,2.62602310657325,15.2303171873339,0,10.516081787258,11.3606687291851
"ncl0760",0,1.62639414908463,0,1.31301155328662,1.17156286056415,0,0.808929368250619,1.89344478819751
"ncl0770",2.00486514730346,6.50557659633853,3.53476015160996,5.25204621314649,3.51468858169244,11.3284020419201,3.23571747300247,6.6270567586913
"ncl0780",9.02189316286555,13.0111531926771,6.18583026531742,15.7561386394395,10.5440657450773,11.3284020419201,8.8982230507568,12.3073911232838
"ncl0790",240.583817676415,82.9461016033163,208.550848944987,97.1628549432101,67.9506459127204,86.0958555185928,150.460862494615,118.340299262345
"ncl0800",58.1410892718002,58.5501893670468,82.1831735249315,103.727912709643,154.646297594467,47.5792885760644,42.0643271490322,44.4959525226416
"ncl0810",16.0389211784276,17.0771385653887,20.3248708717572,26.2602310657325,42.1762629803092,11.3284020419201,12.9428698920099,15.1475583055801
"ncl0820",27495.7230626932,23847.0042109534,22609.2096197352,22164.9480310315,23445.3159656097,26797.335030162,12764.9054309948,14124.1513975594
"ncl0830",713.73199244003,570.051149254164,538.167233082616,523.891609761362,649.045824752537,580.014184546309,507.198713893138,603.062165040908
"ncl0840",12.0291908838207,14.6375473417617,20.3248708717572,21.008184852586,5.85781430282073,3.39852061257603,18.6053754697642,25.5615046406664
"ncl0845",2.00486514730346,4.06598537271158,4.41845018951244,2.62602310657325,0,0,4.04464684125309,1.89344478819751
"ncl0850",685.663880377782,1119.77237164477,1118.75158798455,1780.44366625666,1523.03171873339,691.032524557126,1135.73683302387,1156.89476558868
"ncl0860",141.342992884894,174.837371026598,174.08693746679,217.959917845579,270.631020790318,117.815381235969,161.785873650124,169.463308543678
"ncl0870",57.1386566981485,44.7258390998274,55.6724723878568,45.9554043650318,56.235017307079,52.1106493928325,48.5357620950371,36.9221733698515
"ncl0880",161.391644357928,163.452611983006,121.949225230543,228.464010271872,278.831960814267,168.793190424609,97.0715241900742,130.647690385628
"ncl0900",121.294341411859,120.353167032263,146.692546291813,124.736097562229,180.420680526878,159.730468791073,119.721546501092,96.5656841980732
"ncl0910",8.01946058921382,4.06598537271158,9.72059041692738,1.31301155328662,2.34312572112829,23.7896442880322,8.08929368250619,6.6270567586913
"ncl0920",96.2335270705659,161.013020759379,120.181845154738,120.797062902369,124.185663219799,122.346742052737,155.314438704119,178.930532484665
"ncl0930",4.00973029460691,0.813197074542317,5.30214022741493,5.25204621314649,0,1.13284020419201,4.04464684125309,3.78688957639503
"ncl0940",2.00486514730346,8.13197074542317,0.883690037902489,3.93903465985987,7.02937716338487,11.3284020419201,4.04464684125309,0.946722394098757
"ncl0950",7.01702801556209,11.3847590435924,6.18583026531742,6.56505776643311,3.51468858169244,7.92988142934407,8.08929368250619,15.1475583055801
"ncl0980",173.420835241749,166.705400281175,173.203247428888,194.32570988642,238.998823555086,225.43520063421,143.18049818036,157.155917420394
"ncl0990",6.01459544191037,1.62639414908463,2.65107011370747,5.25204621314649,4.68625144225658,3.39852061257603,0.808929368250619,3.78688957639503
"ncl1010",130.316234574725,69.1217513360969,71.5788930701016,110.292970476076,133.558166104313,137.073664707233,46.9179033585359,43.5492301285428
"ncl1020",2031.93082679205,1393.00658869099,1720.54450379615,1424.61753531599,1453.9095099601,1726.44847118862,1166.47614901739,1249.67356021036
"ncl1040",0,6.50557659633853,0,1.31301155328662,0,0,0,0.946722394098757
"ncl1045",196.476784435739,238.266742840899,258.921181105429,295.42759948949,350.29729530868,220.903839817442,312.246736144739,302.004443717504
"ncl1050",285.693283490742,244.772319437237,256.270110991722,332.191922981516,230.797883531137,158.597628586881,266.137762154454,233.840431342393
"ncl1060",25.0608143412932,21.9563210126426,22.9759409854647,30.1992657255923,10.5440657450773,9.06272163353608,20.2232342062655,10.4139463350863
"ncl1080",40.0973029460691,41.4730508016582,36.231291554002,14.4431270861529,33.9753229563602,39.6494071467203,30.7393159935235,26.5082270347652
"ncl1090",0,0,0,0,0,0,0,0
"ncl1100",48.1167635352829,55.2974010688775,53.0214022741493,53.8334736847515,31.6321972352319,57.7748504137925,46.1089739902853,48.2828420990366
"ncl1110",144.350290605849,65.8689630379277,85.7179336765414,165.439455714114,206.19506345929,101.955618377281,61.478631987047,51.1230092813329
"ncl1120",2210.36382490206,1192.14691127904,2679.34819492035,3359.99656486047,3167.90597496545,806.582225384711,2034.45736115031,1368.0138594727
"ncl1130",203.493812451301,183.782538846564,244.782140498989,303.30566880921,263.601643626933,214.10679859229,264.519903417952,216.799428248615
"ncl1150",4.00973029460691,0.813197074542317,2.65107011370747,1.31301155328662,0,4.53136081676804,1.61785873650124,1.89344478819751
"ncl1160",33.080274930507,47.1654303234544,55.6724723878568,63.0245545577579,48.03407728313,28.3210051048002,36.4018215712778,35.9754509757528
"ncl1170",143.347858032197,213.870830604629,263.339631294942,447.736939670738,277.660397953702,278.678690231234,211.130565113411,220.58631782501
"ncl1180",13.0316234574725,26.8355034598965,45.0681919330269,45.9554043650318,24.6028200718471,40.7822473509124,88.1733011393174,60.5902332223205
"ncl1190",151.367318621411,101.64963431779,71.5788930701016,160.187409500968,208.538189180418,313.796736561187,91.4090186123199,88.9919050452832
"ncl1200",21.0510840466863,4.06598537271158,10.6042804548299,17.0691501927261,12.8871914662056,13.5940824503041,3.23571747300247,3.78688957639503
"ncl1210",34.0827075041587,47.1654303234544,28.2780812128796,53.8334736847515,30.4606343746678,30.5866855131843,59.8607732505458,48.2828420990366
"ncl1220",379.921945414005,553.787207763318,498.401181377004,600.046279851987,362.012923914321,297.936973702499,622.066684184726,533.951430271699
"ncl1230",248.603278265629,187.848524219275,195.29549837645,168.065478820688,193.307871993084,327.390819011491,92.2179479805705,135.381302356122
"ncl1255",192.467054141132,198.420086188325,293.385092583626,301.992657255923,246.028200718471,129.143783277889,194.143048380148,217.746150642714
"ncl1260",0,0,0,0,0,0,0,0
"ncl1270",98.2383922178693,79.693313305147,76.8810332975165,103.727912709643,111.298471753594,52.1106493928325,80.8929368250619,70.057457163308
"ncl1280",26.0632469149449,10.5715619690501,11.4879704927324,28.8862541723057,22.2596943507188,47.5792885760644,16.1785873650124,6.6270567586913
"ncl1290",29.0705446359001,42.2862478762005,60.0909225773692,55.1464852380382,66.7790830521563,6.79704122515206,54.1982676727914,35.028728581654
"ncl1300",114.277313396297,92.7044664978241,149.343616405521,223.211964058726,214.396003483239,132.542303890465,153.696579967618,133.487857567925
"ncl1310",131.318667148376,153.694247088498,125.483985382153,99.7888780497833,144.10223184939,183.520113079106,70.3768550378038,83.3115706806906
"ncl1320",11.026758310169,4.06598537271158,13.2553505685373,23.6342079591592,19.9165686295905,7.92988142934407,16.987516733263,9.46722394098757
"ncl1330",160.389211784276,83.7592986778586,161.715276936155,428.041766371439,294.062278001601,195.981355325218,130.23762828835,171.356753331875
"ncl1340",73.1775778765761,53.6710069197929,82.1831735249315,86.6587625169171,72.636897354977,61.1733710263685,63.9054200917989,42.6025077344441
"ncl1350",3521.54563123852,1900.44156320539,3160.0755755393,4464.23928117452,6661.50642516773,2402.75407309125,2455.90956200888,1962.55552296672
"ncl1370",15.0364886047759,9.7583648945078,14.1390406064398,15.7561386394395,16.401880047898,14.7269226544961,8.8982230507568,21.7746150642714
