locus_tag	gene_name	gene_product	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sll0623_5'UTR	sll0623	5'UTR of unknown protein	437.0070805064917	0.7580698083528685	0.16787756181173485	4.515611259609552	6.313438833885317e-6	9.704972489816132e-4
sll1514	hspA	16.6 kDa small heat shock protein;  molecular ch aperone	981.84722907016	-1.571551282637037	0.348198955357798	-4.513371618309888	6.380507871336836e-6	9.704972489816132e-4
ssr2848	ssr2848	unknown protein	88.18592298096533	-1.981953511857207	0.44455240853254246	-4.4583123920070324	8.260745272534874e-6	0.0012146049132383775
sll1327	atpC	ATP synthase gamma chain	992.1484320861814	-0.7009335151517374	0.15788860613668573	-4.439417968798409	9.020248699710338e-6	0.001283494097239429
ncl0170	ncl0170	ncl0170	1077.6154121556904	1.3570618415162763	0.30846986981567315	4.399333530782736	1.085838338676067e-5	0.0014675611645133034
ssr0390	psaK1	photosystem I reaction center subunit X	2356.440872615821	0.8600967728329727	0.1956130125682776	4.396930252954214	1.0979260582393792e-5	0.0014675611645133034
sll1572-as	sll1572-as	asRNA	495.7676428251973	0.7077441401750231	0.16246012099994425	4.356417660031571	1.3220839488366672e-5	0.0017152094995054527
sll0723-as	sll0723-as	asRNA	293.6917051014811	0.9631250760504283	0.22355051750618224	4.308310652977099	1.645062219534019e-5	0.0020732484143898733
slr1668	slr1668	periplasmic protein;  function unknown (target g ene of sycrp1)	664.1893356150338	-0.8563225008200989	0.2038696284086871	-4.200343658367163	2.665101469891229e-5	0.003265489606580614
sll1804	rps3	30S ribosomal protein S3	1248.5120202392504	-0.6965330300225815	0.16617686048818486	-4.191516363808695	2.7709619786708753e-5	0.0033034360237614137
sll0330	fabG	sepiapterine reductase	196.9352366044866	-1.8825002376651354	0.4506884635036001	-4.176943476721805	2.9545240584334958e-5	0.003352200645619933
ssr1966	ssr1966	hypothetical protein	42.78016934975961	-1.3975917547084342	0.3346542776426163	-4.176225579883217	2.9638591063064473e-05	0.003352200645619933
sll1806	rpl14	50S ribosomal protein L14	456.42318572015904	-0.8176307509888469	0.19726200673293573	-4.144897258881691	3.399661030432197e-5	0.0037489762013091055
sll1863	sll1863	unknown protein	1509.7735809383485	-1.7008527146658088	0.4111828696995913	-4.136487290699746	3.526628781430213e-5	0.0037941364768021148
slr0551	slr0551	hypothetical protein	3032.867764575495	-0.48133843830168155	0.1183548676330149	-4.066908678350065	4.7640901398922014e-5	0.005003428954062976
slr0655-as	slr0655-as	asRNA	556.9950984106134	0.6967712794130874	0.17180937386969142	4.055490475982717	5.002921107462183e-5	0.005132066280236207
ssl3437	rps17	30S ribosomal protein S17	288.7926383112141	-0.7571837666921034	0.18757818980793725	-4.0366300979201775	5.422446188357711e-5	0.005436002303828605
slr1957	slr1957	hypothetical protein	629.5564661653858	1.1990728876014882	0.2975150014765155	4.030293873084371	5.5707161977312606e-5	0.005460539810709464
sll0327	sll0327	unknown protein	251.4080298105541	1.8621556100944567	0.46330211467223353	4.0193116999084975	5.836840923751095e-5	0.005597022894492627
sll0944-as	sll0944-as	asRNA	132.37226625831892	-1.3007146739966218	0.3265689949232486	-3.982970503070325	6.80592055616865e-5	0.00638742884537445
slr0442	slr0442	unknown protein	603.2838313492681	-0.9545683066603728	0.24107536482515876	-3.9596261001312962	7.506719924622696e-5	0.006622428317502142
slr0442_5'UTR	slr0442	5'UTR of unknown protein	332.9207156115512	-1.8169931627325808	0.45858700258333784	-3.962155823206924	7.427603597522493e-5	0.006622428317502142
slr1259	slr1259	hypothetical protein	172.26700411561097	-1.3108235849982335	0.3308337581819421	-3.9621820705411377	7.42678686866739e-5	0.006622428317502142
sll1501	cobB	cobyrinic acid a; c-diamide synthase	43302.86453425554	1.1452827612617253	0.2904064351238718	3.9437237703538117	8.02260619639772e-5	0.006800793439860498
sll1743	rpl11	50S ribosomal protein L11	563.888377810111	-0.6459590255633242	0.16397747289582823	-3.939315652057217	8.171436234699759e-5	0.006800793439860498
sll1802	rpl2	50S ribosomal protein L2	1406.8559609726994	-0.5724341370327356	0.14505428267024326	-3.9463442684699577	7.935349352991723e-5	0.006800793439860498
sll0922-as	sll0922-as	asRNA	1132.9162811326614	0.6238051095290527	0.15995192577960152	3.899953729776261	9.62110733602171e-5	0.00763183062163983
sll1101	rps10	30S ribosomal protein S10	365.35177681663987	-0.7487164051654466	0.19206472423508023	-3.89825048898123	9.689016431916357e-5	0.00763183062163983
slr1262	slr1262	hypothetical protein	154.81846944834376	-1.059428771409468	0.2713264184138292	-3.904628150855619	9.43703752450984e-5	0.00763183062163983
sll0856	sigH	RNA polymerase ECF-type (group 3) sigma-E facto r	401.6819567808072	-1.2107076895352904	0.3137062633804348	-3.8593672835503856	1.1368097446324009e-4	0.008797311901006176
sml0002	psbX	photosystem II PsbX protein	1442.3162991123565	0.6814275426184073	0.17814158840812513	3.8252019009578286	1.306649565359879e-4	0.0099372952289697
sll0928	apcD	allophycocyanin-B	3776.6691476619344	0.6025759025355931	0.15775013312134883	3.8198123235310577	1.3355325358286352e-4	0.009984803416169677
slr0520	purL	phosphoribosyl formylglycinamidine synthase	629.8271501798187	-0.509720703958791	0.13620598280618101	-3.742278374688692	1.8235934126807605e-4	0.013406450905558058
sll0857	sll0857	unknown protein	206.4935868761185	-1.0217441397986717	0.2762931544063433	-3.6980436304838613	2.1726755022025824e-4	0.015216693759706445
slr0343	petD	cytochrome b6-f complex subunit 4	3490.2978276532226	-0.6378693173344188	0.17220898686435165	-3.704041983806954	2.1219111636742397e-4	0.015216693759706445
slr1596-as	slr1596-as	asRNA	134.79702489832565	-1.0857359876362198	0.2936033821521822	-3.697968257986398	2.1733205777862302e-4	0.015216693759706445
sll0626	lim17	putative neutral invertase	226.61329526709713	-0.6673614921139127	0.18070423920438908	-3.693114755094818	2.2152399732649147e-4	0.015267849253236779
sll1471_3'UTR	cpcG2	3'UTR of phycobilisome rod-core linker polypeptide	113.47964658643524	1.198312742268882	0.3263274587308615	3.6721174090875084	2.4054911554690983e-4	0.01632403305657568
ncl0350	ncl0350	ncl0350	77.37738864765471	1.2928390233537814	0.3547680506358778	3.64418109532842	2.682445050499653e-4	0.017400389879049957
sll0848	dnaA	chromosomal replication initiator protein DnaA	204.1506779305935	-0.7662364645834621	0.21009246083871475	-3.647139271559544	2.651762093479788e-4	0.017400389879049957
slr1908	slr1908	probable porin	9342.05270073229	-0.5158839776812137	0.14147381824838856	-3.646497875497114	2.658386748150076e-4	0.017400389879049957
sll0839	sll0839	hypothetical protein	188.99941860843919	-0.7072185716002911	0.19430672916538574	-3.6397019014114345	2.729538477331993e-4	0.017449266990596263
slr0521	slr0521	unknown protein	222.89580774035	-0.8153494426799344	0.22607250686217348	-3.6065838079860693	3.1025468369369605e-4	0.019550477282469902
slr5005	slr5005	hypothetical protein	1537.649964367697	-0.5072365933411067	0.14142419009046642	-3.586632477913693	3.349759193724232e-4	0.020810968737348712
slr5056	slr5056	hypothetical protein	486.4142863164225	-0.7341955116727273	0.20637429636132032	-3.557591834921618	3.7427027247878883e-4	0.022929252387554687
sll1546-as	sll1546-as	asRNA	249.10189250184473	0.6983336351162593	0.19697951589853857	3.545209419013708	3.923012688673779e-4	0.02354094544003921
sll1805	rpl16	50S ribosomal protein L16	576.3512116342501	-0.7412344429301465	0.2091844099021572	-3.5434497402404297	3.94928579134641e-4	0.02354094544003921
sll0182	sll0182	ABC transporter ATP-binding protein	516.4908279579527	-0.5491951809573006	0.15533955774467645	-3.535449623591591	4.070818551551121e-4	0.023626816619594728
ssl1498	ssl1498	hypothetical protein	492.5327040924439	1.4429084462798498	0.40785465826543055	3.5378005792956015	4.034746620004937e-4	0.023626816619594728
sll7106	sll7106	exodeoxyribonuclease V alpha chain	16859.132863921684	0.496878260381848	0.14202092474387804	3.4986271303184604	4.6766008259970334e-4	0.026368601300164024
slr0789	slr0789	hypothetical protein	1600.6555239000802	-0.7473904305809063	0.21378330489066003	-3.4960186950199916	4.722556115876123e-4	0.026368601300164024
slr0878	slr0878	hypothetical protein	250.09924285935975	-0.7750695126512809	0.22149993059929599	-3.4991862550666837	4.6668046463655083e-4	0.026368601300164024
sll1809	rps8	30S ribosomal protein S8	421.90365288204924	-0.6352627929147897	0.18479662442934602	-3.4376320177735287	5.868245825766703e-4	0.03195703870000122
slr0633	thiG	thiamine biosynthesis protein ThiG	1326.620908817839	-0.4339859421796671	0.12624574920179343	-3.437628157174435	5.868329482430512e-4	0.03195703870000122
sll0544	sll0544	hypothetical protein	617.8039079831973	-0.5667013393069594	0.16550730735940047	-3.424026094970918	6.170069590303054e-4	0.032005700626018395
sll1106	sll1106	hypothetical protein	1388.351019935135	0.5602074601409398	0.16326522764868662	3.431272342610465	6.007571423559837e-4	0.032005700626018395
sll1671	sll1671	hypothetical protein	38.85490545992233	1.4123129089492215	0.4128411508700151	3.420959625688803	6.240059519015148e-4	0.032005700626018395
slr0790	umuC	similar to ultraviolet light resistance protein B	95.22705758757547	-1.017545440166824	0.29698906343552117	-3.4262050878103856	6.120780364925923e-4	0.032005700626018395
slr1544	slr1544	unknown protein	120.42488105793907	-1.3891351606009619	0.4054299241663348	-3.4263261732773445	6.118052164257325e-4	0.032005700626018395
sll0754-as	sll0754-as	asRNA	26.38553929865689	1.4807986034241967	0.434847469324751	3.405328782811227	6.608443868055238e-4	0.03275263584493444
sll1867-as	sll1867-as	asRNA	115.90594184850494	0.9014373664120372	0.2645044325503462	3.4080236679604834	6.543521880121922e-4	0.03275263584493444
ssr2062	ssr2062	hypothetical protein	2131.658773626214	1.1478047098637352	0.3365405644419737	3.4105983977501753	6.482049025636065e-4	0.03275263584493444
ncr0710	ncr0710	ncr0710	283.2851350905246	1.3463601147459041	0.3962604258811444	3.397664835573905	6.79636300968547e-4	0.033309730261914014
sll0289	minD	septum site-determining protein MinD	591.9377200244708	-0.4753620010025173	0.14032093535874018	-3.387676969136654	7.048722792590295e-4	0.03416694092100636
slr1728	kdpA	potassium-transporting P-type ATPase A chain	351.8289618774936	-0.6451930506422261	0.1915811394729486	-3.36772738912187	7.579049742600302e-4	0.036338248276749925
slr0623	trxA	thioredoxin	4113.168885917939	0.7026607196371969	0.20931450694411943	3.3569613969698993	7.88041143224892e-4	0.03727041649123673
slr2017	pilA11	type 4 pilin-like protein;  essential for motili ty	230.90324230705295	-1.257926376579269	0.37496401375723326	-3.3547922745293124	7.942460100150199e-4	0.03727041649123673
sll1070-as	sll1070-as	asRNA	1417.3951867761116	0.6249512549244294	0.18744629478053212	3.3340283181171517	8.559794268689269e-4	0.03958636882746445
slr0917	bioF	7-keto-8-aminopelargonic acid synthetase	2662.7757778647447	1.2249379052570992	0.36760370716173807	3.3322240265606236	8.615487207972313e-4	0.03958636882746445
sll1020	sll1020	probable glycosyltransferase	494.815840447162	0.692681201310267	0.20944235361645633	3.307264215425822	9.421198578304052e-4	0.04284217209164863
sll0375	sll0375	unknown protein	1358.7667051021624	0.8385269213732102	0.2549292708748264	3.2892532053917725	0.0010045360931320692	0.04521437455924038
slr1971	slr1971	hypothetical protein	603.1604323715512	-0.8869320956236525	0.2702305783441865	-3.282130767947317	0.001030258146215028	0.045903724070247356
slr1260	slr1260	hypothetical protein	126.21084599465186	-1.0883756677376915	0.3330814965950103	-3.267595705146702	0.00108465186995167	0.047843993983568166
slr0993-as2	slr0993-as2	asRNA	117.193124143571	1.3050503129863684	0.39986285383679593	3.2637448076610407	0.0010995015010120135	0.048018822979841495
sll0170-as	sll0170-as	asRNA	63.466231923224164	0.9127158969223024	0.28067207516532977	3.2518942127914485	0.00114638680431573	0.04826061066647664
slr1142	slr1142	hypothetical protein	190.1450184935548	0.9349768826245839	0.28757051611621387	3.251296048189927	0.001148801659483121	0.04826061066647664
slr1176-as2	slr1176-as2	asRNA	37.89707472441221	1.580594347574212	0.4851615942010218	3.2578719471337805	0.001122510466890908	0.04826061066647664
ssr1375	ssr1375	hypothetical protein	1888.2962343940233	0.6504382993495028	0.199863424999547	3.254413854615856	0.001136266156896676	0.04826061066647664
slr1140	slr1140	DegT/DnrJ/EryC1/StrS family protein	737.1767833235368	-0.4483267361293556	0.13816101066657233	-3.2449584290557523	0.0011746777086217765	0.04888210728991186
ncr1010	ncr1010	ncr1010	32.376203802342744	1.4585615354083428	0.4506259851217647	3.2367452911403265	0.001209012710729474	0.049222143909769124
sll0851	psbC	photosystem II CP43 protein	23477.558920135238	-0.6252224111755397	0.19305992326729618	-3.238488861874787	0.0012016471283768373	0.049222143909769124
sll1745	rpl10	50S ribosomal protein L10	985.6411741205785	-0.6302097542952403	0.19496558518256282	-3.2324153706671943	0.001227484885530402	0.049222143909769124
ssl0563_3'UTR	psaC	3'UTR of photosystem I subunit VII	545.2791784487436	1.083042020206571	0.33491550099272377	3.2337769287964386	0.0012216483404437473	0.049222143909769124
slr0990	slr0990	hypothetical protein	709.7327897894334	-0.4522471537643669	0.14035567121010953	-3.222150910363731	0.0012723210249198516	0.050560432801094284
slr0598	slr0598	hypothetical protein	421.1525025251643	0.5413331735503137	0.1687141853881815	3.2085812601044887	0.0013339160892285274	0.05253485597845566
sll1801	rpl23	50S ribosomal protein L23	542.5908347517926	-0.5787529160809963	0.1809845150034941	-3.197803503077724	0.0013847860458086122	0.0536728983928852
slr1470-as	slr1470-as	asRNA	75.80032856874962	0.9607858644794282	0.3004980035869549	3.1973119721622583	0.0013871481334819572	0.0536728983928852
sll0051	sll0051	hypothetical protein	630.8989076397451	0.709438489904537	0.2222828062431858	3.1916030839037743	0.0014148561362639545	0.05426896014835046
sll1852	ndkR	nucleoside diphosphate kinase	305.69530504193347	-0.7616039439477504	0.23907611468968587	-3.1856128536148045	0.0014444775370642863	0.05448187221831486
slr0073_5'UTR	hik36	5'UTR of two-component sensor histidine kinase	72.60964151847402	0.9887404550727876	0.31038917740853306	3.1854862444878713	0.0014451097369174426	0.05448187221831486
slr0836	rfbB	dTDP-glucose 4; 6-dehydratase	117.75533126149362	-0.6828357632696133	0.21550866749292735	-3.168483992839976	0.001532361870288681	0.05713803200338047
slr1185	petC2	cytochrome b6-f complex alternative iron-sulfur subunit (Rieske iron sulfur protein)	58.44842446477847	-1.055242716862423	0.33322463302350835	-3.166760834238739	0.0015414703714355647	0.05713803200338047
slr1970	slr1970	hypothetical protein	284.26956360964493	-0.5820097414948932	0.18413182050053692	-3.1608319513312804	0.00157319232967825	0.057827928051756336
slr0273	slr0273	unknown protein	532.5515660978682	0.690919540289442	0.21946794558689242	3.148156959513211	0.0016430344388479966	0.05989607363436787
sll0416	groEL-2	60 kDa chaperonin 2;  GroEL2;  molecular chaperon e	1577.582486107992	-0.4823430816642362	0.15333311331137622	-3.145720263859338	0.0016567838733668704	0.059902243159190696
slr1261	slr1261	hypothetical protein	93.05241280622799	-1.027172582843212	0.32946429566419855	-3.1177053063441567	0.0018226495031383127	0.06536347120604144
sll0088-as2	sll0088-as2	asRNA	117.24718218268968	-0.7133337023022206	0.22936073464047937	-3.1100951233887697	0.0018702710274541	0.06574345238962295
slr0738_5'UTR	trpE	5'UTR of anthranilate synthetase alpha-subunit	393.22279017155654	1.4158055175195876	0.45539567864902325	3.1089568564192707	0.0018774913191770867	0.06574345238962295
sml0007	psbY	photosystem II protein Y	765.5512156765534	0.5145814302600766	0.16551969744179817	3.1088833426669313	0.0018779585130565615	0.06574345238962295
slr2018-as	slr2018-as	asRNA	159.6775395667495	0.8472086367566666	0.2728842373437443	3.1046448303624907	0.001905076336250458	0.06616765133228952
slr0083	crhR	RNA helicase Light	2827.778458223364	-0.7254392161455935	0.23407383990046907	-3.099189625180066	0.001940507777804212	0.06687171724917484
sll0047	ycf12	hypothetical protein YCF12	580.4764153920812	1.067867079113286	0.34483040735987275	3.0967891935319845	0.0019562893883833853	0.066892965055497
slr0772	chlB	light-independent protochlorophyllide reductase subunit ChlB	2310.672518448289	1.1008005517894486	0.3567851524907152	3.0853317300475256	0.002033252380029446	0.06898981729469143
slr0865	slr0865	hypothetical protein	389.2562273587261	-0.7782647255845927	0.2525326636935116	-3.0818378668398325	0.0020572685826009116	0.0692718451744475
slr1963	slr1963	water-soluble carotenoid protein	1272.1738083017794	-0.5000114994960778	0.16337134732622977	-3.0605825787653247	0.002209068337501003	0.07381970027815851
6803t17	6803t17	tRNA	136.62393719670874	0.6479407895532346	0.2121465989300078	3.0542124776980546	0.002256521992615104	0.07483848503327235
ssr2857-as	ssr2857-as	asRNA	68.65479928175408	0.8786052346913485	0.2883352095438034	3.047165956878646	0.002310101290281696	0.07604370739875045
sll1590	hik20	two-component sensor histidine kinase	201.88310022311074	-0.6486273603165199	0.2130651471193546	-3.0442677701443706	0.002332474326509308	0.07621143892024118
slr5053	slr5053	hypothetical protein	401.7628786343819	-2.109399854917177	0.6951530673535943	-3.034439397566833	0.0024098316568817754	0.07816005469489347
6803t11_3'UTR	6803t11_3'UTR	tRNA	31.989600292671604	1.3125271746372178	0.43323255413864104	3.0296134537876602	0.002448669148992685	0.0788399971985893
slr1687	slr1687	hypothetical protein	451.7071688155098	-0.8430603832669966	0.27870265071638806	-3.0249456942729522	0.002486777739289557	0.07948678701453794
sll0178	sll0178	hypothetical protein	399.84159346376816	-0.49074792629839653	0.16244506509280196	-3.021008523823368	0.0025193426772600826	0.07994834927621744
ncr0760	ncr0760	ncr0760	83.77927545324181	-1.1506986608118117	0.3829452803831639	-3.0048644538991476	0.0026569922733476825	0.08128288281700369
sll1234	ahcY	adenosylhomocysteinase	1904.4449298447491	-0.5538870936667688	0.1845618424307847	-3.0010921346024726	0.0026901315562351856	0.08128288281700369
sll1451	nrtB	nitrate/nitrite transport system permease prote in	434.5670149390583	-0.6412377765106415	0.21318228048588211	-3.0079318743056	0.002630320947044873	0.08128288281700369
slr0261-as	slr0261-as	asRNA	177.486991445262	0.6384709111862307	0.21231596398530295	3.0071733618223226	0.0026368933645203618	0.08128288281700369
slr1452	sbpA	sulfate transport system substrate-binding prot ein	175.16515966847209	-0.7974103421705192	0.2656353453355919	-3.001898490440368	0.0026830162594726494	0.08128288281700369
ssr2786	ssr2786	hypothetical protein	27.04101287516101	-1.641714161120282	0.5455996027278958	-3.0090090845228237	0.0026210127857889676	0.08128288281700369
ssr2831	psaE	photosystem I subunit IV	9982.131350200802	0.555254533994447	0.18501927853326705	3.0010631237793444	0.0026903878692547127	0.08128288281700369
ncr0290	ncr0290	ncr0290	172.075233216308	0.9442234154047349	0.3158110931799617	2.98983612607515	0.002791271527752166	0.08375713407425037
sll1029	ccmK1	carbon dioxide concentrating mechanism protein CcmK	2620.5847954369024	-0.6001919233109131	0.201121886049824	-2.9842198434944436	0.0028430242083619995	0.08437299075249025
ssl1426	rpl35	50S ribosomal protein L35	438.39198775995163	-0.5244213901080189	0.17577597913779583	-2.983464479506099	0.0028500511498800833	0.08437299075249025
slr0455	slr0455	hypothetical protein	232.50432719352688	0.7943153692049311	0.2667568922053849	2.9776751507262333	0.0029044364055753912	0.085409793233287
sll0301	sll0301	hypothetical protein	78.77505969311864	1.292686782597196	0.43526713211015944	2.969869965440066	0.002979258297501038	0.08645729177813867
ssl3432	rps19	30S ribosomal protein S19	514.8033482056944	-0.6713900916911134	0.22593620955099272	-2.971591375394761	0.002962606998515145	0.08645729177813867
sll1572-as2	sll1572-as2	asRNA	137.68411037662813	0.879980058946628	0.2967228976289751	2.9656627984502997	0.0030203144430176617	0.08707586279837193
sll1819	rpl17	50S ribosomal protein L17	1254.7797216219165	-0.5287974753956097	0.17858349054978276	-2.961065850867103	0.0030657638254174523	0.08724570473494439
sll1825	sll1825	hypothetical protein	796.9764783765895	0.48969217476427884	0.165315408085862	2.9621689861476255	0.0030548007610926814	0.08724570473494439
slr0199	slr0199	hypothetical protein	178.6504929457766	-0.707222712902045	0.23969933912641436	-2.950457500131299	0.003173036951013789	0.08971965378796042
slr0587	slr0587	unknown protein	377.6420125831625	0.8445516884242567	0.28773944366761023	2.9351265772233255	0.003334116501106927	0.09367380819352009
ncl1010	ncl1010	ncl1010	92.801101719453	0.9907039210301727	0.3384458043576068	2.9272158445296617	0.0034201143079546645	0.09464069551463954
ncr1200	ncr1200	ncr1200	3088.3679358544223	1.8456912483204784	0.6307779496111106	2.926055435923831	0.003432897592913699	0.09464069551463954
slr1250	pstB	phosphate transport ATP-binding protein PstB ho molog	37.69830255026483	1.090571307402597	0.3726432619802843	2.9265826560424872	0.0034270842527817104	0.09464069551463954
slr5102	slr5102	hypothetical protein	161.36753074810304	-1.0175785124273953	0.34855365189711923	-2.9194315047020325	0.003506704480313264	0.09607499045131557
Norf1_3'UTR	Norf1	3'UTR of hypothetical protein	338.60211718231074	0.9573280735613595	0.32840620359632944	2.9150730500148794	0.0035560529625794563	0.09658421514018535
ncl1180	ncl1180	ncl1180	43.12991562497812	-1.3886063151337087	0.47709968798187724	-2.9105160831428907	0.0036083239535468054	0.09658421514018535
sll1803	rpl22	50S ribosomal protein L22	658.6613696896732	-0.6087719673023034	0.2091912116961217	-2.9101220953135756	0.0036128758780617962	0.09658421514018535
sml0009	sml0009	similar to virulence-associated protein VapC	84.02375836993978	-0.7846658412944421	0.26950619039835894	-2.9114946863915154	0.0035970402550976393	0.09658421514018535
sll1330	sll1330	two-component system response regulator OmpR su bfamily	556.5759009751907	0.6179430165360799	0.21269361207676593	2.9053200540552684	0.003668777380365109	0.09677087388620557
sll1653	menG	2-phytyl-1; 4-benzoquinone methyltransferase	609.7499504106968	0.5045709019145435	0.17390913948796727	2.9013478153024534	0.0037156120951066076	0.09677087388620557
sll1800-as	sll1800-as	asRNA	289.6443948030083	0.7123766754959729	0.24563235704363368	2.9001744072725226	0.0037295507958864087	0.09677087388620557
slr0506	por	light-dependent NADPH-protochlorophyllide oxido reductase	548.2431947422838	0.78958999710993	0.27190095075538373	2.903961883606234	0.0036847301658900398	0.09677087388620557
slr1102-as2	slr1102-as2	asRNA	430.68525700787643	0.49459264838519656	0.17037244629223122	2.903008433281793	0.003695966843581316	0.09677087388620557
sll0080-as	sll0080-as	asRNA	149.47518427591686	0.6694352538461741	0.2311491615543531	2.8961180276172493	0.003778102734084548	0.09745737520495289
6803t20	6803t20	tRNA	1529.520202318223	0.4751588866873887	0.16429304770534678	2.8921423841352545	0.0038262450036782684	0.09786203461293992
sll0471	sll0471	hypothetical protein	264.7261774198597	-0.6361658092527507	0.22005037204601927	-2.891000834662115	0.0038401710046514423	0.09786203461293992
slr0915	slr0915	putative endonuclease [encoded in trnfM-intron: 2791054 - 2791708]	11661.081634025733	0.9992969954682487	0.34585486984515185	2.8893535485438147	0.0038603477720815117	0.09786203461293992
ncl1310	ncl1310	ncl1310	123.94956853947511	0.8355982119323031	0.2903734937499306	2.8776669700159325	0.0040062783320829595	0.10098110698753106
slr0668	slr0668	unknown protein	31.387532885338302	-1.2054197582783543	0.4205452098901958	-2.8663262116172694	0.004152660930941762	0.10290667059766354
ssr1155	ssr1155	hypothetical protein	1004.9919559080058	-0.5408322315264587	0.18852328639627272	-2.8687821110313054	0.00412055549493831	0.10290667059766354
ssr2595	hliB;  scpD	high light-inducible polypeptide HliB;  CAB/ELIP /HLIP superfamily	94.27636461381228	-1.2932282059225997	0.451072852923284	-2.867005180075745	0.004143762300751412	0.10290667059766354
sll0402	aspC	aspartate aminotransferase	977.0839592192842	-0.36335846734296373	0.12717667741036157	-2.857115587086092	0.004275101253030944	0.10534900350346087
6803t35	6803t35	tRNA	166.89003193067313	-0.6332425993257337	0.2218610016738065	-2.8542312283290117	0.0043141118648932116	0.10571970797802198
