locus_tag	localization	sense_tags	annotation	antisense_tags	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TU233	Chr	sll1675	hypothetical protein	NA	191.18102233412438	0.9597690331155881	0.20652705715799016	4.647183019614611	3.3649859763328402e-6	3.738873307036489e-4
TU1446	Chr	slr1259; slr1260; slr1261; slr1262	hypothetical protein ; hypothetical protein ; hypothetical protein ; hypothetical protein	NA	574.0365200623412	-1.2013107630560638	0.25964517767808576	-4.626740129737658	3.714661265742922e-6	3.9799942132959877e-4
TU5076	pSYSM	NA	NA	NA	152.33331433079462	-1.0061127805180465	0.21914667580360658	-4.591047419855449	4.410271110742703e-6	4.562349424906244e-4
TU2303	Chr	sll1863	unknown protein	slr1930; slr1931; slr1932	1826.8504309407083	-1.7526350281213265	0.3853975736920964	-4.5476026518048345	5.426045648381591e-6	5.42604564838159e-4
TU3419	Chr	ncr1600; slr0551; slr0552; slr0553	ncRNA; hypothetical protein ; hypothetical protein ; hypothetical protein	NA	4913.5508707451045	-0.5098396444916139	0.11391438959091085	-4.475638646904478	7.618324112869336e-6	7.372571722131615e-4
TU7031	pSYSA	NA	NA	ssr7036	4658.113647095283	1.1426999957559587	0.25583145572765265	4.466612569223813	7.94678556201462e-6	7.450111464388705e-4
TU1737	Chr	ncl0820; sll0815; sll0816; sll0817	ncRNA; unknown protein ; probable oxidoreductase ; tRNA delta-2-isopentenylpyrophosphate (IPP) transf erase	NA	18942.50763774089	0.8622110531671208	0.1977334507047969	4.3604713825297345	1.2978255547388274e-5	0.0011798414133989338
TU3212	Chr	slr0789; slr0790	hypothetical protein ; similar to ultraviolet light resistance protein B	NA	2833.0359756523912	-0.7444684875789186	0.171731643217149	-4.335068794733203	1.4571454486111275e-5	0.0012857165723039361
TU144	Chr	ssr0390	photosystem I reaction center subunit X	ssl0410	2469.690766958027	0.8167765604122529	0.18939649608258674	4.312522022878901	1.6140279957867013e-5	0.0013834525678171725
TU2362	Chr	NA	NA	sll0944	165.09632145975948	-1.1619519994011658	0.27140956977133085	-4.281175495691396	1.8590867006232992e-5	0.0015492389171860826
TU3139	Chr	NA	NA	sll0107	112.75066554120126	1.10006369591135	0.2623256046288185	4.193504852368115	2.746771984678313e-5	0.002168504198430247
TU3616	Chr	NA	NA	sll0723	316.57911838766364	0.8681741405919823	0.2067924791831102	4.198286823686819	2.689418599784606e-5	0.002168504198430247
TU1289	Chr	NA	NA	ncl0530; sll2012; sll2013; sll2014	122.11808403814439	1.067995214733324	0.25845606376157043	4.132211870713026	3.592890045987777e-5	0.002755387404733825
TU5027	pSYSM	NA	NA	sll5026	196.63840453951718	-0.915726463903191	0.2218819531817519	-4.127088529606934	3.673849872978434e-5	0.002755387404733825
TU5058	pSYSM	sll5052	similar to exopolysaccharide export protein	NA	268.8135200438931	-0.725506390717269	0.1763743142961926	-4.1134469812815055	3.897945968829385e-5	0.002852155586948331
TU5104	pSYSM	slr5101; slr5102	slr5101; slr5102	NA	606.8059302333883	-0.7826178484450822	0.19060589357580968	-4.105947795018267	4.0266042042045196e-5	0.0028761458601460855
TU2350	Chr	slr0990; slr0992	hypothetical protein ; probable tRNA/rRNA methyltransferase	NA	948.5311466042053	-0.5407837906651395	0.13191972585943607	-4.099339860979994	4.143302365120046e-5	0.002890676068688404
TU378	Chr	sll1020	probable glycosyltransferase	NA	322.6085502379266	0.7173139300165728	0.17716915513234124	4.04875176765818	5.1491522821731484e-5	0.003510785646936238
TU1380	Chr	sll0856; sll0857; sll0858	RNA polymerase ECF-type (group 3) sigma-E factor ; unknown protein ; hypothetical protein	slr0854	1063.5866042327889	-1.0800931171032864	0.27065355284914855	-3.990685160912286	6.588269068598287e-5	0.004392179379065525
TU1550	Chr	NA	NA	slr0265	217.00222165209817	0.9029925467004724	0.2287588330714296	3.947355975620466	7.901902391567677e-5	0.005153414603196311
TU1775	Chr	ssl1498	hypothetical protein	NA	594.829861496698	1.141257482844658	0.29253294418977654	3.9012955822995568	9.567923742070044e-5	0.006107185367278752
TU1847	Chr	ncr0760; slr1971	ncRNA; hypothetical protein	NA	348.5852924441525	-1.229909239862161	0.318084195061002	-3.8666153771843006	1.1035626636516975e-4	0.006621375981910185
TU2528	Chr	slr0343	cytochrome B6-f complex subunit IV	NA	2737.5198282660513	-0.6763524211453806	0.1748329828811971	-3.8685630708764895	1.0947861963139694e-4	0.006621375981910185
TU599	Chr	slr1908; slr1909; slr1910	probable porin: major outer membrane protein ; two-component response regulator NarL subfamily ; probable N-acetylmuramoyl-L-alanine amidase	NA	10959.388216137815	-0.5162561840037592	0.13333017228598049	-3.8720131771557225	1.0794011517214202e-4	0.006621375981910185
TU1815	Chr	slr1957	hypothetical protein	NA	882.454871584148	1.199535238035351	0.31473633783358024	3.8112384680208624	1.3827229621655424e-4	0.00813366448332672
TU1386	Chr	sll0849; sll0851	photosystem II reaction center D2 protein ; photosystem II CP43 protein	slr0857	29395.395065397704	-0.6321412236360308	0.16682269670100347	-3.789299874279207	1.5107245973499045e-4	0.008657882582997328
TU7043	pSYSA	sll7047	hypothetical protein	NA	572.6992363682571	0.5832461421271513	0.15404441803336294	3.786220556208871	1.529559256329528e-4	0.008657882582997328
TU5047	pSYSM	sll5042	probable sulfotransferase	NA	224.97601118686455	-1.0096173426473498	0.27066061978217476	-3.730196670132067	1.9133036340402153e-4	0.010629464633556752
TU2526	Chr	slr0342	cytochrome B6	sll0325	3822.681963567491	-0.5450626458356552	0.14749530240866407	-3.6954576649868782	2.194910528590992e-4	0.011972239246859957
TU2481	Chr	sll0327; sll0328; ncl1200	unknown protein ; unknown protein ; ncRNA	NA	624.9067908057507	1.2007653781652328	0.3265770939103636	3.6768205748527167	2.3615902386487291e-4	0.012486335106560822
TU2805	Chr	slr0633	ThiG protein	ncl1320	1457.3609012346628	-0.4380037589825262	0.11916347226127647	-3.6756545497613913	2.3724036702465562e-4	0.012486335106560822
TU754	Chr	slr2005	periplasmic protein; function unknown	sll1925	1033.577295429094	-0.5977477073234424	0.16388506860947305	-3.6473591669771603	2.6494944699265654e-4	0.013704281740999476
TU3172	Chr	sll0289; ssl0546	septum site-determining protein MinD ; septum site-determining protein MinE	NA	1110.4738636915695	-0.4725943233784725	0.13094268959387587	-3.6091692086380935	3.071792026973523e-4	0.015358960134867617
TU7008	pSYSA	ssl7021	unknown protein	NA	48.71652789419045	1.2698814427112914	0.3514641440310407	3.6131180499571465	3.025368801386956e-4	0.015358960134867617
TU3711	Chr	slr0604	GTP-binding protein LepA	NA	5158.019881000822	0.5207954479710036	0.14449525791125456	3.6042390283206625	3.130688396147244e-4	0.01539682817777333
TU2471	Chr	NA	NA	slr0380; slr0381	103.22165907193269	-0.8076218920834319	0.22522018981181677	-3.5859213721391594	3.358901604266729e-4	0.016155095985512034
TU3511	Chr	NA	NA	ncr1660; slr0654; slr0655	746.0029734465448	0.7850927746059959	0.21909658818358044	3.5833181206280074	3.392570156957527e-4	0.016155095985512034
TU5011	pSYSM	NA	NA	NA	135.84191722792687	-0.9239575906154844	0.25887267892783505	-3.5691583771690816	3.581298845086021e-4	0.016787338336340725
TU475	Chr	ncl0160	NA	slr1608	67466.33139411476	1.2092537809432407	0.343059509584244	3.524909664823875	4.2362722760195935e-4	0.0195520258893212
TU1526	Chr	slr1728; slr1729; ssr2912; slr1730	potassium-transporting P-type ATPase A chain ; potassium-transporting P-type ATPase B chain ; unknown protein ; potassium-transporting P-type ATPase C chain	NA	670.8634769907043	-0.5386268688823239	0.15301171694440321	-3.520167472390588	4.3127439419944803e-4	0.019603381554520363
TU2736	Chr	sll0051	hypothetical protein	slr0069; slr0070	779.0946678326081	0.7216576782143505	0.20637561391723205	3.4968166272967443	4.7084536518586436e-4	0.021082628291904375
TU2914	Chr	sll0178	hypothetical protein	NA	406.38304593712144	-0.5307107489805377	0.1519549189685113	-3.4925539270664463	4.7842498194371625e-4	0.021106984497516895
TU6037	pSYSX	slr6039; slr6040; slr6041	slr6039; slr6040; slr6041	NA	158.38364655370967	0.7352061296465069	0.21093041522657863	3.485538720704448	4.911471354336241e-4	0.02135422327972279
TU2251	Chr	NA	NA	slr0408	110.68632628073807	0.7826288675303362	0.22740427557310244	3.4415749904348156	5.783381414258074e-4	0.02478250995419408
TU7005	pSYSA	NA	NA	slr7015; slr7016	723.9124489805662	0.6246188340652559	0.1816928733930841	3.437772887844214	5.865194022492599e-4	0.02478250995419408
TU1311	Chr	NA	NA	ssl3291; sll1709; sll1710	113.71681683073089	0.8112425883131626	0.2373215040917767	3.4183273505608653	6.300727729986791e-4	0.026239094771352556
TU2613	Chr	6803t31	NA	NA	218.08464608392714	-0.9409901750841475	0.2755690599670683	-3.4147163516709744	6.384846394362455e-4	0.026239094771352556
TU1000	Chr	ssr2595; slr1544; ncr0410	high light-inducible polypeptide HliB; CAB/ELIP/HL IP superfamily ; unknown protein ; ncRNA	NA	249.16389773993566	-1.3031165218999954	0.38322768360828646	-3.4003715744919067	6.729433871488728e-4	0.026314438794343933
TU1248	Chr	NA	NA	slr1871	172.74901231045962	-0.6894610696147905	0.20261934473068405	-3.40274059483907	6.671358823400075e-4	0.026314438794343933
TU1965	Chr	sll1441	acyl-lipid desaturase (omega-3) 	NA	493.69150952918744	0.6095143155045488	0.17930195068274657	3.3993735884280016	6.754039290548276e-4	0.026314438794343933
TU5069	pSYSM	sll5059	two-component response regulator	slr5058	757.6220585960522	-0.5595489186408966	0.16455926280217026	-3.4002881947373256	6.731486410585189e-4	0.026314438794343933
TU1896	Chr	NA	NA	slr1467	319.627400997437	0.8224707960154225	0.24239588597661116	3.393088924350733	6.910919948304502e-4	0.0265804613396327
TU1681	Chr	ssl3803; sll1994; sll1995	hypothetical protein ; porphobilinogen synthase (5-aminolevulinate dehydr atase) ; hypothetical protein	NA	3586.320659951665	0.5589797070128775	0.16549921198210504	3.377536970226289	7.3138120763099e-4	0.027773969910037596
TU3202	Chr	slr0316	hypothetical protein 	NA	125.43270268425543	0.725839734808092	0.2159710432134594	3.360819691418972	7.771153898944938e-4	0.02914182712104352
TU1141	Chr	sll1270; sll1271; ssl2507; sll1272	periplasmic substrate-binding and integral membran e protein of the ABC-type Bgt permease for basic amino ac ids and glutamine BgtB ; probable porin: major outer membrane protein ; unknown protein ; unknown protein	NA	3142.8705255263126	0.38721829725358897	0.11545299906752561	3.353904189419233	7.967994731671349e-4	0.02946518693999173
TU5005	pSYSM	slr5005	hypothetical protein	NA	885.4244890263323	-0.5650135118498034	0.16861351130411362	-3.350938530843696	8.05381776359774e-4	0.02946518693999173
TU7050	pSYSA	NA	NA	slr7054	630.5852284883728	0.5037106555686327	0.1505576833782447	3.3456323467940523	8.209517011846226e-4	0.029672953054865878
TU1232	Chr	slr1863; slr1864	unknown protein ; hypothetical protein	sll1780	177.7896237144445	-0.8323034071684416	0.24959056912903516	-3.3346749040752073	8.539917538071445e-4	0.030499705493112306
TU2494	Chr	NA	NA	sll0772	56.35887836084066	1.0506885855931505	0.31593986752516634	3.3255967150440657	8.822948454792931e-4	0.031139818075739758
TU48	Chr	NA	NA	sll1398; sll1399; ssl2733; sll1400; sll1401	771.4912532745153	0.6472180609776863	0.1957469986683203	3.30640094295572	9.450275755016701e-4	0.032966078215174534
TU1084	Chr	ssr2062	hypothetical protein	NA	3957.800289740153	1.040951994412906	0.31523365713193746	3.3021600671822533	9.594330214941336e-4	0.03308389729290116
TU7024	pSYSA	NA	NA	NA	154.42436522604865	0.7525666317685191	0.22905586177487028	3.2855157075534107	0.0010179586643924816	0.03470313628610733
TU2688	Chr	sll0402	aspartate aminotransferase	NA	1089.0475814606095	-0.40156138154920584	0.1226605698249648	-3.2737609332993416	0.0010612635653476563	0.035772929169022125
TU2663	Chr	sll0416; ncl1280	60 kDa chaperonin 2; GroEL2; molecular chaperone ; ncRNA	NA	1591.0172996484143	-0.48237260953915734	0.1482791408074651	-3.2531386876964716	0.0011413777527305422	0.03744046556427996
TU3046	Chr	slr0083	ATP-dependent RNA helicase DeaD	sll0080	3121.1947962108634	-0.738665324542671	0.22718018732301995	-3.251451340219151	0.0011481742773045854	0.03744046556427996
TU3074	Chr	slr0506	protochlorophyllide oxidoreductase	sll0481; sll0482	695.455398422312	0.8553751044769689	0.2629764770977837	3.252667743962936	0.0011432709322391175	0.03744046556427996
TU1885	Chr	NA	NA	sll1390; sll1866; sll1867	208.85583668662986	0.9451966766173028	0.29109742025662627	3.2470115186319215	0.001166236697142393	0.03762053861749655
TU1699	Chr	sll1234	S-adenosyl-L-homocysteine hydrolase	slr1325; ncr0680	1985.6325117564886	-0.5874353635214886	0.18170035962714454	-3.232989547884916	0.0012250204463405791	0.03833839885757079
TU2355	Chr	NA	NA	SyR47; slr0993	116.6783813076616	1.2540684042574346	0.38830381098490035	3.229606222706376	0.001239608229728122	0.03833839885757079
TU764	Chr	NA	NA	slr2015; slr2016; slr2017; slr2018; slr2019	156.25709864422583	0.8432096923179028	0.2607468499279246	3.2338250396926447	0.001221442574730298	0.03833839885757079
TU843	Chr	NA	NA	ncl0380; sll1799; sll1800; sll1801; sll1802; ssl3432; sll1803; sll1804; sll1805; ssl3436; ssl3437; sll1806; sll1807; sll1808; sll1809; sll1810; sll1811; sll1812; sll1813	431.4902768137929	0.7505393799088826	0.23236095475236973	3.2300580823001988	0.0012376507214860886	0.03833839885757079
TU1438	Chr	slr1254; slr1255	phytoene dehydrogenase (phytoene desaturase) ; phytoene synthase	sll1147; ncl0620	2363.5972636692914	-0.5206241477342798	0.1615187403687465	-3.223304902859553	0.0012672058861325636	0.03840017836765344
TU7042	pSYSA	ssl7046; ssl7045	ssl7046; ssl7045	NA	157.31736984417785	0.7805525356536364	0.24213866287601288	3.223576633250504	0.0012660041901850316	0.03840017836765344
TU3544	Chr	sll1495	hypothetical protein 	NA	182.27723218672787	0.7555013019129153	0.2371391769605165	3.1858983049380565	0.0014430531225088105	0.04329159367526431
TU360	Chr	NA	NA	slr1612; slr1613; slr1614; slr1615; slr1616; slr1617; slr1618; slr1619; Norf2; slr1062; slr1063; slr1064; slr1065; slr1066; slr1067; slr1068; slr1069; slr1070; slr1071; slr1072; slr1073; slr1074	401.4397445179093	0.7644746716719486	0.24050105592334822	3.178674907421611	0.0014794992481061428	0.043945522220974545
TU96	Chr	sll0712	cysteine synthase A	slr0721	709.092994835257	-0.45634590304891665	0.14372709421237845	-3.1750861279822216	0.001497920335262978	0.04405648044891112
TU3050	Chr	sll0078	threonyl-tRNA synthetase	slr0084	1553.6542400986086	-0.3938342738881795	0.12439226830918214	-3.16606714582363	0.0015451512186253644	0.04500440442598149
TU822	Chr	NA	NA	ncl0360; ssl2084; sll1069; sll1070	1561.6485082776603	0.5470971450895225	0.17318955731899985	3.158949959562619	0.0015833867495031264	0.04567461777412865
TU1296	Chr	slr2135	hydrogenase accessory protein HupE 	NA	477.6666258962274	-0.5196299374596935	0.16467534337539372	-3.155481123091669	0.0016023363464530123	0.04578103847008607
TU1150	Chr	slr1367	glycogen phosphorylase	NA	1485.3655462278773	-0.37175589010262283	0.1183161188144981	-3.142056161303602	0.0016776585292506757	0.04748090177124554
TU2858	Chr	NA	NA	slr0423; ncr1390; ssr0706	1366.256471722859	0.7881205186553321	0.25148514770608354	3.1338650645740183	0.001725201695126238	0.04837014098484779
TU333	Chr	sll0928; sll0930; sll0931; sll0932	allophycocyanin-B ; unknown protein ; hypothetical protein ; hypothetical protein	NA	5533.368269948919	0.4108899006636654	0.13157330825565652	3.122897083846796	0.0017908035571750417	0.04974454325486227
TU1845	Chr	ssr3341; slr1970	hypothetical protein ; hypothetical protein	NA	643.2283705202148	-0.42576919247241285	0.13715574419360613	-3.104275325657569	0.001907457372952735	0.05184670227683407
TU196	Chr	NA	NA	slr1105	367.7697771273916	-0.5154067225497483	0.1659091783578719	-3.106559429991257	0.001892782580377576	0.05184670227683407
TU5056	pSYSM	sll5049	similar to polysaccharide biosynthesis protein	NA	207.16673355361115	-0.6586916837527081	0.21230355755470037	-3.102593716937575	0.0019183279842428604	0.05184670227683407
TU2405	Chr	NA	NA	ncl1150; sll0169; sll0170	62.56496916436433	0.8605271623843193	0.27814960236841213	3.0937565793983834	0.0019763957264394214	0.05293917124391307
TU2010	Chr	slr1170	hypothetical protein	NA	249.47935131032364	-0.5337838609911915	0.1730129003385309	-3.0852257834343404	0.002033976840170875	0.053999385137279865
TU1904	Chr	6803t20	NA	NA	6471.105763632902	0.47167544892366087	0.15339434516740708	3.0749207111181143	0.002105585220142796	0.05492831009068163
TU2009	Chr	ncr0890; slr1167; slr1168; slr1169	ncRNA; glycerol dehydrogenase ; unknown protein ; unknown protein	NA	1320.0320915868876	-0.3790202893105851	0.1232303700712106	-3.075705194194924	0.002100053720367704	0.05492831009068163
TU798	Chr	ncl0350	NA	NA	57.42359403978373	1.1725258120365238	0.3824701015129093	3.0656665904039255	0.002171853501966642	0.05616862505086143
TU2935	Chr	6803t34; slr0915; slr0917	tRNA-OTHER; putative endonuclease ; 7-keto-8-aminopelargonic acid synthetase	NA	22094.892168291943	1.012522475224012	0.3314625119640795	3.0547118864945393	0.0022527682096777865	0.057763287427635555
TU763	Chr	slr2015; slr2016; slr2017; slr2018; slr2019	type 4 pilin-like protein; essential for motility ; type 4 pilin-like protein; essential for motility ; type 4 pilin-like protein; essential for motility ; unknown protein ; ATP-binding protein of ABC transporter	ncl0310; sll1921	1913.29740610111	-0.6164044761589242	0.2026983698297779	-3.0409937518321857	0.0023579872394224465	0.05994882812090965
TU491	Chr	ncl0170; sll1009	ncRNA; unknown protein	NA	2558.3587078788664	0.8766014552777318	0.29137244862316103	3.0085255466671166	0.0026251872998254945	0.06562968249563736
TU768	Chr	sll1920	cation-transporting ATPase E1-E2 ATPase	NA	122.93969638296146	1.047359117517215	0.3480336057119509	3.009362028056736	0.0026179695604595355	0.06562968249563736
TU6032	pSYSX	NA	NA	ssr6032; slr6033	113.19724010973378	1.0400852604254367	0.3462014204421573	3.0042778539067614	0.0026621208491362635	0.06600299625957678
TU3099	Chr	slr0521	unknown protein 	NA	57.92100801924962	-0.9819125885654473	0.3272277013300147	-3.00070129935354	0.0026935864933584296	0.06623573344324007
TU836	Chr	sll1814; sll1815	preprotein translocase SecY subunit ; adenylate kinase	NA	4010.2416266553146	-0.5011341662516043	0.1672057214413571	-2.997111354394435	0.0027255113691310043	0.06647588705197571
TU2107	Chr	sll1541	lignostilbene-alpha;beta-dioxygenase	slr0960	262.4144813805695	-0.7097181587709647	0.2374460069977826	-2.988966492822903	0.0027992282757755456	0.06772326473650514
TU3077	Chr	sll0480	L;L-diaminopimelate aminotransferase	slr0509	1144.638194808504	-0.49464734435133095	0.1656900240523539	-2.985377950063154	0.0028322813784793116	0.06797475308350348
TU2630	Chr	NA	NA	sll0207; SyR9	209.62441677275524	0.8561983448502866	0.2896068837482688	2.9564157238558892	0.0031123727446552927	0.07355591435155458
TU641	Chr	6803t08; sll0990; sll0992	tRNA-OTHER; glutathione-dependent formaldehyde dehydrogenase ; putative esterase	slr1024; slr1025	905.4603701132899	-0.4499176234033327	0.15219109709213666	-2.956267692393019	0.003113867040882477	0.07355591435155458
TU1709	Chr	slr1329	ATP synthase F0F1 subunit beta	sll1228	3273.7354261713035	-0.35684936655834004	0.12106045501225837	-2.947695566832341	0.00320152176429111	0.07503566635057289
TU2319	Chr	sll1852; sll1853	nucleoside diphosphate kinase ; unknown protein	NA	521.7369395962365	-0.8000447019919963	0.2718256982227874	-2.9432268811327855	0.00324810281123055	0.07553727467978022
TU3204	Chr	NA	NA	slr0317; slr0318	200.80245446600944	-0.5888843325316422	0.2009727211545332	-2.9301704686519794	0.0033877609983475375	0.07817909996186626
TU1723	Chr	ssr1375	hypothetical protein	NA	4360.956614121224	0.5581855071591508	0.19175593943817132	2.9109163908799234	0.0036037043551004466	0.08036245704578744
TU1934	Chr	sll1178	nodulation protein	slr1265; slr1266; slr1267; slr1269	833.010677208636	-0.5019114438554247	0.17226539267240615	-2.913594170419942	0.003572940555135415	0.08036245704578744
TU1957	Chr	ncr0860; slr1285	ncRNA; two-component sensor histidine kinase	sll1167; ncl0930	441.1687504415916	-0.465469450563937	0.15959147759803374	-2.9166309979053158	0.0035383410458837586	0.08036245704578744
TU2361	Chr	sll0944	hypothetical protein	NA	277.46471146084315	0.754236793364848	0.2592700966976327	2.909077456180602	0.0036249703724131562	0.08036245704578744
TU3097	Chr	slr0519; slr0520; slr0521	hypothetical protein ; phosphoribosyl formylglycinamidine synthase ; unknown protein	NA	1441.8999289201122	-0.4902747032938581	0.16862312296499232	-2.9075176326537586	0.0036430980527423643	0.08036245704578744
TU637	Chr	NA	NA	sll0993; sll0994; sll0995	168.7296171857629	0.6237613210066879	0.21389766524701553	2.9161670385057703	0.003543607272770679	0.08036245704578744
TU1359	Chr	sll1621	membrane protein	slr1736; slr1737	2048.490604087308	-0.567212539006123	0.19809364213796515	-2.863355597304227	0.004191798335314678	0.09047046766866212
TU2125	Chr	ncl1010; sll1533; sll1534	ncRNA; twitching mobility protein ; probable glycosyltransferase	NA	4654.2243899344485	0.6022878647751765	0.21020139583620723	2.8652895589927017	0.004166280854981142	0.09047046766866212
TU5062	pSYSM	slr5055; slr5056	slr5055; slr5056	sll5057	1155.0211950714804	-0.8587173187020212	0.2998728690167063	-2.863604571890033	0.004188505330733008	0.09047046766866212
TU349	Chr	slr0976; slr0977	hypothetical protein ; ABC transporter; permease component	sll0922	2210.4503980229415	0.4943893137026297	0.17285812295116523	2.8600872511053552	0.004235244669465527	0.09075524291711844
TU518	Chr	NA	NA	slr1763	80.39648687108941	0.8395011639422731	0.29435018503325683	2.8520490443973157	0.004343839800694392	0.09242212341902963
TU888	Chr	slr1200; slr1201	urea transport system permease protein ; urea transport system permease protein	NA	988.4216537234664	0.4566453754898003	0.16057736994628832	2.843771669959123	0.004458298418993596	0.09418940321817457
TU1041	Chr	ncr0420; slr1220; slr1222	ncRNA; hypothetical protein ; unknown protein	sll1143	2845.3136094944957	-0.500632832031384	0.1771764238939861	-2.8256176585375643	0.004718955366577664	0.0959572041829037
TU2046	Chr	slr1687	hypothetical protein	sll1558	591.0755587064119	-0.7886393002727509	0.279114770999424	-2.8255018444522895	0.004720661621541003	0.0959572041829037
TU2388	Chr	sll0293; sll0294	unknown protein ; hypothetical protein	NA	908.3524174710296	-0.5159447305075724	0.1826605471218462	-2.824609575725208	0.0047338258916170715	0.0959572041829037
TU2544	Chr	SyR46; sll0315; sll0317	ncRNA; putative transposase [ISY203_i2] ; putative transposase [ISY203_i1]	slr0351; slr0352; slr0353	172.7274744986901	1.0076653329490461	0.3575157676161512	2.818519976525711	0.00482456088125749	0.0959572041829037
