locus_tag	localization	sense_tags	annotation	antisense_tags	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TU1295	Chr	sll2008; sll2009	processing protease ; processing protease	NA	1801.9658009698278	-1.1874697424154388	0.14418966136062322	-8.23547077654574	1.7885290407423717e-16	5.5131407680883606e-14
TU7069	pSYSA	slr7073	hypothetical protein	sll7075; ssl7074	1245.6540090130998	1.0007701454178572	0.12248455567696928	8.17058232269876	3.0690443861667246e-16	8.732611680331319e-14
TU1840	Chr	slr1969	hybrid sensory kinase	NA	271.9136832781807	-1.3352279665709472	0.16848170145340274	-7.925062217752076	2.280321289226779e-15	6.024934606321326e-13
TU1227	Chr	ncr0480; slr1852; slr1853; slr1854; slr1855; slr1856; slr1857; slr1859; slr1860; slr1861	ncRNA; unknown protein ; carboxymuconolactone decarboxylase ; unknown protein ; unknown protein ; phosphoprotein substrate of icfG gene cluster ; isoamylase ; anti-sigma f factor antagonist ; carbon metabolisms regulatory protein IcfG ; probable sigma regulatory factor	NA	5377.422997659634	-0.8195004434905665	0.10592658252927004	-7.73649469210544	1.0219524802737022e-14	2.5201348163549497e-12
TU8020	pSYSG	NA	NA	sll8020; sll8019	312.0877334383056	-1.3295400844237781	0.17950564652654047	-7.40667555673354	1.2950477059936813e-13	2.993988415294142e-11
TU627	Chr	ssl1911	glutamine synthetase inactivating factor IF7	NA	22791.97224280016	1.9235970546397279	0.2614408752665862	7.357675239873157	1.8714065163181116e-13	4.071960414035703e-11
TU7012	pSYSA	NA	NA	slr7023; slr7024; slr7025; slr7026	445.4278892793209	1.3268777576211546	0.18224811924513615	7.280611526291876	3.323103309851678e-13	6.828977301745198e-11
TU7050	pSYSA	NA	NA	slr7054	630.5852284883728	0.9981820323366924	0.13780025777425944	7.243687700293613	4.366462302659424e-13	8.500812661861689e-11
TU7065	pSYSA	sll7070; sll7069	hypothetical protein; hypothetical protein	slr7068	464.8793667030708	2.138188725334449	0.29808257783601294	7.173142224067693	7.329563704334917e-13	1.3556028071167428e-10
TU7015	pSYSA	sll7027	unknown protein	NA	168.01008026540575	1.2993402921186485	0.182527475474113	7.118601124261579	1.0902792966250272e-12	1.8342181243706402e-10
TU7086	pSYSA	NA	NA	NA	87.52471641091526	2.2060936641372644	0.30990897968332715	7.118521271605317	1.090911022875212e-12	1.8342181243706402e-10
TU1187	Chr	slr0884; ncr0460	glyceraldehyde 3-phosphate dehydrogenase 1 (NAD+) ; ncRNA	Norf4	508.45268406913743	-1.5146694611042393	0.21470637804402082	-7.054608600372783	1.7308722545561334e-12	2.7836941172187555e-10
TU7020	pSYSA	NA	NA	sll7029	210.13730401718885	1.5130027520244638	0.21646425198738295	6.9896194781975	2.7563279822665235e-12	4.2481905026682794e-10
TU7035	pSYSA	sll7044; sll7043; ssl7042	sll7044; sll7043; ssl7042	NA	391.1977758172018	1.3912858319040897	0.19925745457347158	6.982352729950614	2.902771956277159e-12	4.294941386507685e-10
TU2519	Chr	NA	NA	ncl1220; sll0750	450.55430751928156	-1.167248476580229	0.1680109192708569	-6.94745604420188	3.719318931205834e-12	5.291446433280916e-10
TU89	Chr	NA	NA	ncr0020; slr1129; slr1130	85.98723836460802	2.2707058400630866	0.3273462615034188	6.936709249814883	4.013386223822466e-12	5.498339126636779e-10
TU3254	Chr	ssr1169	salt-stress induced hydrophobic peptide	NA	936.9912005677954	-0.8984080754334737	0.13104916076139045	-6.855504226152676	7.10614210490955e-12	9.387721302164438e-10
TU3139	Chr	NA	NA	sll0107	112.75066554120126	-1.3672948768195912	0.20044653830854836	-6.821244648859475	9.025508418172065e-12	1.1512191599592575e-9
TU1224	Chr	sll1783; sll1784; ssl3410; sll1785; sll1304; sll1305; sll1306; sll1307	hypothetical protein ; periplasmic protein; function unknown ; unknown protein ; periplasmic protein; function unknown ; unknown protein ; probable hydrolase ; periplasmic protein; function unknown ; periplasmic protein; function unknown	slr1406; slr1407; slr1409; slr1410	2518.944060217002	-1.0996062466635192	0.16140428981559346	-6.812744865206705	9.57538760392538e-12	1.1806452915639994e-9
TU7053	pSYSA	slr7057; slr7058	slr7057; slr7058	sll7056	958.6740759241151	1.1507183173008975	0.169512172893369	6.788411107353054	1.133752004295879e-11	1.3528221496420826e-9
TU3469	Chr	sll1330	OmpR subfamily protein	slr1431	737.6383693383848	-1.1924670874545937	0.17598921453930627	-6.7757964064795715	1.2372280542807903e-11	1.4301583039952011e-9
TU1150	Chr	slr1367	glycogen phosphorylase	NA	1485.3655462278773	-0.7147636550988065	0.10605101201261377	-6.739809847489169	1.585940475191357e-11	1.7776950962826756e-9
TU2927	Chr	slr0904; slr0905	competence protein ComM homolog ; Mg-protoporphyrin IX monomethyl ester oxidative cy clase	NA	1956.5437392223942	1.0317511323470234	0.15510590847697536	6.651913795406326	2.893061460563903e-11	3.147480689007611e-9
TU1557	Chr	NA	NA	sll0247	6133.827333932545	-0.902910815433526	0.1365292705040364	-6.613313116668502	3.7581236151173445e-11	3.971799786376874e-9
TU5104	pSYSM	slr5101; slr5102	slr5101; slr5102	NA	606.8059302333883	1.1653045809341556	0.1776590032227229	6.559220528065594	5.4089761868346434e-11	5.557723031972596e-9
TU7095	pSYSA	slr7102	hypothetical protein 	NA	176.19893626691805	1.153294060169237	0.1761012808079477	6.5490384560405035	5.790871963644947e-11	5.7893068631142314e-09
TU5001	pSYSM	sll5002; ssl5001	sll5002; ssl5001	NA	351.3072127613466	1.1809910836389406	0.18120981636569405	6.517257769610109	7.160431873350613e-11	6.970115131453663e-9
TU7040	pSYSA	NA	NA	NA	418.03044643590624	1.2682554389175047	0.1985515020017322	6.387538881002473	1.6857675563338837e-10	1.5988856899689835e-8
TU7048	pSYSA	NA	NA	ssl7053	778.143615094623	1.0345609014256947	0.1621450370299092	6.380466034460617	1.7654988197559398e-10	1.632645033569305e-8
TU5061	pSYSM	NA	NA	slr5053; slr5054	187.03953792986354	1.1285159306907289	0.17772292139310608	6.349861468879187	2.155089085342374e-10	1.9443108601662053e-8
TU7038	pSYSA	NA	NA	NA	771.2934114684113	0.9570864559587866	0.15130844267106588	6.32540021603042	2.5257708102056064e-10	2.2244824349882234e-8
TU3047	Chr	sll0080	N-acetyl-gamma-glutamyl-phosphate reductase	slr0083	1544.4697625093218	-0.8138038164679354	0.12998225694401544	-6.260883874469484	3.828015147477883e-10	3.2929832629117877e-8
TU7011	pSYSA	slr7023; slr7024; slr7025; slr7026	slr7023; slr7024; slr7025; slr7026	NA	1108.983279104105	1.338729951755591	0.21518523364468406	6.221290973739001	4.930807454849134e-10	4.1452401762470325e-8
TU1965	Chr	sll1441	acyl-lipid desaturase (omega-3) 	NA	493.69150952918744	-0.9664809093425261	0.15556903532397337	-6.212553207197205	5.213051983837235e-10	4.285128730714207e-8
TU791	Chr	slr1136; slr1137; slr1138	cytochrome c oxidase subunit II ; cytochrome c oxidase subunit I ; cytochrome c oxidase subunit III	NA	1885.750059982108	-0.87340928597207	0.14106051142477646	-6.191734860098208	5.950558868715985e-10	4.785025490300093e-8
TU7094	pSYSA	NA	NA	NA	395.07098774128133	1.0771580503501794	0.1757746730798586	6.1280617478992605	8.895606494929505e-10	7.001031579732817e-8
TU5060	pSYSM	slr5053; slr5054	slr5053; slr5054	NA	500.8613631633176	1.9011073655630752	0.3119187478236202	6.0948800892150565	1.0951951470392005e-9	8.439847601870838e-8
TU2842	Chr	ssr0692	hypothetical protein	ncl1340	6837.42007051846	1.350105831558818	0.22349229330901443	6.040950278728748	1.5320919041261994e-9	1.1565730517066963e-7
TU2480	Chr	sll0329; ncl1190	6-phosphogluconate dehydrogenase ; ncRNA	slr0384	1572.1902810391607	-0.9310179358017578	0.15439855297665012	-6.029965422943807	1.6399476273619158e-9	1.2132332547223455e-7
TU1818	Chr	sll1898; sll1899	hypothetical protein ; cytochrome c oxidase folding protein	NA	2706.321230775569	-0.8260313209440271	0.13709163715758985	-6.025395407558566	1.686966835801533e-9	1.2235471226725237e-7
TU7091	pSYSA	slr7100	unknown protein	NA	127.63285658564726	1.5183311707935594	0.2522409981397349	6.019367121091251	1.7510032980147041e-9	1.2455694614146904e-7
TU2721	Chr	sll0057; sll0058; sll0060	heat shock protein GrpE ; DnaK protein 1; heat shock protein 70; molecular c haperone ; hypothetical protein	NA	2121.219665010445	-0.8942529541321796	0.14897866004396287	-6.002557372098058	1.942335945395797e-9	1.3479070148661016e-7
TU7071	pSYSA	sll7075; ssl7074	sll7075; ssl7074	slr7073	1773.5375907926066	1.2434227648754506	0.20722168016920642	6.000447269128097	1.9677474669578126e-9	1.3479070148661016e-7
TU3711	Chr	slr0604	GTP-binding protein LepA	NA	5158.019881000822	-0.7648373346035743	0.128832017725851	-5.936702289574593	2.908120413030897e-9	1.9558431650547794e-7
TU1488	Chr	slr2002; slr2003	cyanophycin synthetase ; hypothetical protein	sll1902	2420.6891104424676	-0.7243162840465168	0.12341566594875297	-5.868916871114899	4.386512871396404e-9	2.897448412731303e-7
TU255	Chr	sll1662	prephenate dehydratase	NA	1821.3698271657122	1.6378011311702538	0.2845565780105203	5.755625621522982	8.632150131242518e-9	5.601811111485276e-7
TU290	Chr	sll1196	6-phosphofructokinase	NA	215.3832291253699	-1.164666253616637	0.2036267271852686	-5.719613872480365	1.0676640161766355e-8	6.809119303167887e-7
TU7066	pSYSA	slr7071	hypothetical protein	NA	245.74040203711593	1.1104971182427148	0.19502813520065648	5.694035463653332	1.240712960269472e-8	7.778639389892841e-7
TU1478	Chr	slr1993; slr1994	PHA-specific beta-ketothiolase ; PHA-specific acetoacetyl-CoA reductase	sll1906	590.1886333950737	-0.8100082268419385	0.1435044293809752	-5.644482406125114	1.656789222230639e-8	1.0046661201690384e-6
TU7052	pSYSA	sll7056	unknown protein	slr7057; slr7058	178.85791393303197	1.0463100153108686	0.18527769754464735	5.647252902949821	1.6303191394679434e-8	1.0046661201690384e-6
TU7041	pSYSA	NA	NA	NA	1215.303244681145	1.0725445405121439	0.19040466462851105	5.632974079730302	1.7712808881733895e-8	1.0567690331215109e-6
TU1961	Chr	ssaA	NA	sll1166; pRNA	49393.85865594312	-1.0374275471453176	0.18689698989258002	-5.550798585582273	2.8436756629989374e-8	1.6696438535608046e-6
TU7039	pSYSA	NA	NA	NA	279.2754228584048	1.406469345904676	0.25397085404012854	5.537916353513729	3.0609137984719463e-8	1.7691125219605827e-6
TU5058	pSYSM	sll5052	similar to exopolysaccharide export protein	NA	268.8135200438931	0.9377044749475626	0.17182339169443506	5.45737379352367	4.83228386749789e-8	2.7499412347499532e-6
TU2202	Chr	sll0261	potassium channel	NA	344.72343243930214	-0.9049252395026679	0.16690515040553738	-5.421793379676589	5.900406020294442e-8	3.306909374101385e-6
TU7005	pSYSA	NA	NA	slr7015; slr7016	723.9124489805662	0.8813846082978336	0.16410064783118097	5.3710001754810905	7.830113311873761e-8	4.3229237523314985e-6
TU2925	Chr	slr0898; slr0899; slr0900; slr0901; slr0902; ssr1527; slr0903	ferredoxin--nitrite reductase ; cyanate lyase ; molybdopterin biosynthesis MoeA protein ; molybdopterin biosynthesis protein A ; molybdenum cofactor biosynthesis protein C; fused to molybdopterin-guanine dinucleotide biosynthesis protei n MobA ; probable molybdopterin [MPT] converting factor; su bunit 1 ; molybdopterin (MPT) converting factor; subunit 2	ncl1400	1779.5997469627673	-0.8561128574418364	0.16060396084932207	-5.3305837098565565	9.789759482583776e-8	5.325341224423146e-6
TU2821	Chr	slr0645; slr0646	hypothetical protein ; probable D-alanyl-D-alanine carboxypeptidase	ncl1330; sll0602; sll0603	403.8703899918328	-0.8134419992193854	0.15343332036529467	-5.301599400200292	1.1479251745226155e-7	6.153877131245152e-6
TU5069	pSYSM	sll5059	two-component response regulator	slr5058	757.6220585960522	0.7915353661811684	0.1516787166626763	5.21849988974717	1.8037808617275589e-7	9.531693439328915e-6
TU7043	pSYSA	sll7047	hypothetical protein	NA	572.6992363682571	0.7240107469179875	0.13962746318094083	5.185303309419541	2.156635887174566e-7	1.1235769220646084e-5
TU1338	Chr	ncl0560; sll1689	ncRNA; group2 RNA polymerase sigma factor SigE	slr1819	3784.0763458840242	-1.103299140524333	0.21324618145851357	-5.173828356401199	2.2934552518093475e-7	1.1782626356170523e-5
TU7024	pSYSA	NA	NA	NA	154.42436522604865	1.072510999258874	0.21161939915439018	5.0681128646264	4.017791579885723e-7	2.0358645279448345e-5
TU7093	pSYSA	NA	NA	slr7100; slr7101	605.073903542069	0.9680601406347077	0.19122828342978657	5.062327200098259	4.14169407472502e-7	2.0702873489740336e-5
TU2215	Chr	slr0294; slr0392; slr0393	unknown protein ; unknown protein ; unknown protein	sll0364	369.62598611879093	0.8334096801542602	0.16496624912575333	5.052001149149935	4.372050700002325e-7	2.1562954052411466e-5
TU7016	pSYSA	NA	NA	NA	778.0749808616229	0.786838949177852	0.15605111138644223	5.042187410183436	4.602401994124757e-7	2.2400374968772993e-5
TU1084	Chr	ssr2062	hypothetical protein	NA	3957.800289740153	-1.399268689922046	0.28122106112767153	-4.975689531612968	6.50157832463472e-7	3.123290678288809e-5
TU5076	pSYSM	NA	NA	NA	152.33331433079462	1.1005612947392402	0.22142759477690216	4.970298737373286	6.684982152295091e-7	3.170224228376864e-5
TU888	Chr	slr1200; slr1201	urea transport system permease protein ; urea transport system permease protein	NA	988.4216537234664	-0.7018025492034748	0.14201519724767295	-4.941742593784093	7.742739667097861e-7	3.625366332733543e-5
TU7045	pSYSA	NA	NA	slr7049	69.98794024677318	1.4653197687461175	0.29713190278286544	4.931546410945063	8.158117886929216e-7	3.772109757968896e-5
TU5005	pSYSM	slr5005	hypothetical protein	NA	885.4244890263323	0.7611028746972252	0.15449959116411474	4.92624523445344	8.382478207597699e-7	3.8279983814696156e-5
TU2867	Chr	sll0370; sll0371	carbamoyl-phosphate synthase; pyrimidine-specific; large chain ; unknown protein	NA	1100.1855568909268	-0.6113928711084373	0.12451341988293767	-4.910256835634613	9.095718257253066e-7	4.103056321168182e-5
TU3226	Chr	NA	NA	slr0798	84.90556580562219	1.5925428594794684	0.32737790765565733	4.864539794036856	1.1472342490273956e-6	5.1127945628341406e-5
TU837	Chr	ncl0380; sll1799; sll1800; sll1801; sll1802; ssl3432; sll1803; sll1804; sll1805; ssl3436; ssl3437; sll1806; sll1807; sll1808; sll1809; sll1810; sll1811; sll1812; sll1813	ncRNA; 50S ribosomal protein L3 ; 50S ribosomal protein L4 ; 50S ribosomal protein L23 ; 50S ribosomal protein L2 ; 30S ribosomal protein S19 ; 50S ribosomal protein L22 ; 30S ribosomal protein S3 ; 50S ribosomal protein L16 ; 50S ribosomal protein L29 ; 30S ribosomal protein S17 ; 50S ribosomal protein L14 ; 50S ribosomal protein L24 ; 50S ribosomal protein L5 ; 30S ribosomal protein S8 ; 50S ribosomal protein L6 ; 50S ribosomal protein L18 ; 30S ribosomal protein S5 ; 50S ribosomal protein L15	ncr0360	21524.390714966703	0.5465706258203064	0.1126717160792495	4.851001163733646	1.2283982551557269e-6	5.409339459310754e-5
TU7056	pSYSA	NA	NA	slr7061	152.20630063826414	1.0729310918060557	0.22133745620042383	4.847489937873431	1.25033372139053e-6	5.4411581593218475e-5
TU1762	Chr	slr0821	hypothetical protein	sll0807; SyR48	3161.0935060770003	0.9111252912355647	0.18882951004194473	4.825121301396039	1.3991808406996774e-6	5.948930953733456e-5
TU2184	Chr	ncr1010; slr0447	ncRNA; periplasmic protein; ABC-type urea transport syste m substrate-binding protein	NA	2272.686197101437	-0.7820712798609502	0.16207700049211168	-4.825306968208692	1.3978779675087716e-6	5.948930953733456e-5
TU7064	pSYSA	slr7068	hypothetical protein 	NA	649.5534374904978	1.4085120422578667	0.2922354277188458	4.819785380754621	1.437127403618611e-6	6.0408343931650475e-5
TU2926	Chr	ssr1528	hypothetical protein	NA	1464.684955569229	0.6257766172046435	0.1305725800381722	4.79255764894667	1.646684327186507e-6	6.843916096924593e-5
TU5051	pSYSM	sll5046; ssl5045; sll5044; sll5043	sll5046; ssl5045; sll5044; sll5043	NA	1289.441184086036	1.3957185134706234	0.2955838372760764	4.721904033497667	2.336469289604605e-6	9.602888780274928e-5
TU3488	Chr	slr1462	hypothetical protein	NA	102.34241294579634	-1.1143317773768393	0.2366606347820495	-4.70856413616516	2.4946787328518394e-6	1.0140457838262587e-4
TU630	Chr	NA	NA	6803t07	1615.7504675678667	-0.8824173177798039	0.1876762161302775	-4.701806845718076	2.5786938004103857e-6	1.0256546631954856e-4
TU7021	pSYSA	NA	NA	sll7030; sll7029	80.56677025933041	1.2731841374667145	0.27074731055957013	4.70248119855871	2.570188933305292e-6	1.0256546631954856e-4
TU5056	pSYSM	sll5049	similar to polysaccharide biosynthesis protein	NA	207.16673355361115	0.9612854161729985	0.20485554721171712	4.6925037142368184	2.6988163371768852e-6	1.0620129394912021e-4
TU3576	Chr	NA	NA	sll1476; yfr2c; sll1477	123.88342631600611	-0.8915981085636618	0.19108050058536077	-4.666086313529209	3.0699078588519025e-6	1.1953251757782303e-4
TU5071	pSYSM	NA	NA	sll5060	969.3723307301947	1.642564311307749	0.35241125586591643	4.660930330592798	3.1478327187835208e-6	1.2128992944562753e-4
TU5073	pSYSM	sll5061; sll5060	sll5061; sll5060	NA	264.7718742514359	0.8575729750223706	0.18409503754338474	4.658316630725425	3.188056017642149e-6	1.2157339390987948e-4
TU905	Chr	csiR1; slr1214	ncRNA; two-component response regulator PatA subfamily	NA	45904.34586947432	-0.7142629780680877	0.15404053968450543	-4.6368506597742964	3.537578099160476e-6	1.3352552437545512e-4
TU6084	pSYSX	slr6090	hypothetical protein 	NA	184.56133080430936	0.9111949164923162	0.19687268890099072	4.628345971088786	3.6859786308804803e-6	1.377215652083525e-4
TU1951	Chr	NA	NA	sll1172	774.5498441506147	-0.604477341197408	0.13079438483538292	-4.621584802422519	3.808196025639745e-6	1.4086517098841418e-4
TU2452	Chr	slr0366	unknown protein 	NA	257.7170118026912	-0.7606570506699502	0.16760805487365316	-4.538308443728144	5.670727487833488e-6	2.0768337601481259e-4
TU5003	pSYSM	sll5004; sll5003	sll5004; sll5003	NA	280.7970498143622	0.7403230477213192	0.16339313290577118	4.530931224314449	5.872425550723387e-6	2.1296178541299813e-4
TU3578	Chr	slr1583	hypothetical protein	sll1471; sll1472; sll1473; sll1474; sll1475	1944.547208057997	0.582224367438381	0.1287697152025034	4.5214386513379665	6.142076143843449e-6	2.2057805491336812e-4
TU946	Chr	slr1829; slr1830	putative poly(3-hydroxyalkanoate) synthase compone nt ; poly(3-hydroxyalkanoate) synthase	sll1736	924.8497551304115	-0.5439601456280784	0.12058213306028055	-4.511117292610388	6.448704777221974e-6	2.2936306702830847e-4
TU879	Chr	sll1119	hypothetical protein	NA	618.1149052774626	-0.766857868148619	0.17088820157285867	-4.487482816779876	7.206962275526865e-6	2.5389098530641783e-4
TU5065	pSYSM	NA	NA	sll5057	84.24096256606148	1.0330570908489687	0.2308786670939437	4.474458830917547	7.660508415827475e-6	2.673228361334512e-4
TU7014	pSYSA	NA	NA	slr7023; slr7024; slr7025; slr7026	24.929162840069164	2.0068631530744527	0.4516212958232778	4.4436858306605425	8.843070722867465e-6	3.05705781344736e-4
TU3319	Chr	NA	NA	slr0033	196.48313586021135	-0.6873708525985811	0.1549662237473428	-4.435617233077007	9.18088517350815e-6	3.1444531719265414e-4
TU1386	Chr	sll0849; sll0851	photosystem II reaction center D2 protein ; photosystem II CP43 protein	slr0857	29395.395065397704	-0.6589986037880244	0.14923693830050927	-4.415787480583656	1.0064292590622185e-5	3.415396173643253e-4
TU932	Chr	NA	NA	ssl3335; sll1742; sll1743; sll1744; sll1745; sll1746	912.7642814145036	-0.5870229773971261	0.1335262681250708	-4.396310820634004	1.1010623668296656e-5	3.702572449911757e-4
TU3611	Chr	slr0756; slr0757; slr0758	circadian clock protein KaiA homolog ; circadian clock protein KaiB homolog ; circadian clock protein KaiC homolog	sll0723	1142.9555596439473	0.6419822077854809	0.1463979896124876	4.385184588154484	1.1588746518601374e-5	3.861871474982566e-4
TU1714	Chr	ncl0800; sll1220; sll1221; sll1222; sll1223; sll1224; ssl2420; sll1225; sll1226	ncRNA; putative diaphorase subunit of the bidirectional h ydrogenase ; diaphorase subunit of the bidirectional hydrogenas e ; hypothetical protein ; diaphorase subunit of the bidirectional hydrogenas e ; hydrogenase subunit of the bidirectional hydrogena se ; unknown protein ; unknown protein ; hydrogenase subunit of the bidirectional hydrogena se	SyR1	1693.7331538584276	-0.5989527317295935	0.13682163504346462	-4.377617118369636	1.1998388955766611e-5	3.9276142254319194e-4
TU3212	Chr	slr0789; slr0790	hypothetical protein ; similar to ultraviolet light resistance protein B	NA	2833.0359756523912	0.6778017585593393	0.1547924304166808	4.378778450178645	1.1934638281229338e-5	3.9276142254319194e-4
TU5004	pSYSM	NA	NA	NA	138.35137507526727	1.062347138207925	0.24438940783975702	4.346944278798254	1.3804727111529291e-5	4.4792706653988464e-4
TU2962	Chr	ssl1046; sll0543	hypothetical protein ; hypothetical protein	slr0572	3226.0875612129216	-1.2175104301894166	0.28254072489130966	-4.309150231910036	1.6388301975742846e-5	5.175048035593654e-4
TU5122	pSYSM	slr5119; ssr5120	slr5119; ssr5120	NA	1180.2615148926216	0.5580122726504201	0.12943858588154503	4.311019537567273	1.625035450536821e-5	5.175048035593654e-4
TU7096	pSYSA	NA	NA	sll7103	69.25900280183396	1.2879243959153648	0.29877535121887444	4.310678209099878	1.627546033984713e-5	5.175048035593654e-4
TU744	Chr	NA	NA	sll1571; sll1572; ncl0300	315.9577769099041	-0.7491841244804274	0.17392424120060404	-4.307531367156113	1.6508669051096275e-5	5.175048035593654e-4
TU5053	pSYSM	sll5047	unknown protein	NA	180.8337470828879	0.7710454854064014	0.17966673149416898	4.291531765475599	1.774448125235143e-5	5.515700517012433e-4
TU5012	pSYSM	NA	NA	NA	234.74942213820768	0.7648628111656417	0.17850188178114423	4.284900548574703	1.8282095070495468e-5	5.635455805480228e-4
TU2824	Chr	ncl1330	NA	slr0645; slr0646; ncr1380	640.9764311863493	-1.0202800340069804	0.2397050372176347	-4.256397970813774	2.0774677602174767e-5	6.350870450449955e-4
TU5068	pSYSM	NA	NA	NA	520.8929183207597	0.7267182458793363	0.17210103685190095	4.2226256109351805	2.4147274341372517e-5	7.321374408912864e-4
TU7018	pSYSA	sll7029	hypothetical protein	NA	92.44046404084705	0.9762973640646027	0.2317935940317729	4.211925563097216	2.5320298919402494e-5	7.614616723810555e-4
TU2688	Chr	sll0402	aspartate aminotransferase	NA	1089.0475814606095	-0.4652836740571122	0.11053608276338872	-4.209337461805019	2.5612061246527775e-5	7.640243108944052e-4
TU2000	Chr	slr1163	unknown protein 	NA	306.9974754453929	-1.1119695204896343	0.26436337979936453	-4.206216161003655	2.5968186668534464e-5	7.657533113209372e-4
TU473	Chr	slr1608	glucose dehydrogenase	ncl0160	635.4604013953526	-0.6395511649845449	0.15208545028875026	-4.205209398862873	2.608405440022657e-5	7.657533113209372e-4
TU7057	pSYSA	NA	NA	NA	237.60543378089992	0.8120881599225122	0.1933026568556758	4.201122597755269	2.6559470841254455e-5	7.735707294629939e-4
TU2013	Chr	sll1086	unknown protein	NA	1765.2802323751462	-0.6137634854900645	0.14637754398971103	-4.193016693415804	2.752691781443079e-5	7.893183643068178e-4
TU5127	pSYSM	slr5126; slr5127	slr5126; slr5127	ssl5125	610.495166689333	0.6473680714206078	0.1543322967477969	4.1946377074819825	2.733080704532727e-5	7.893183643068178e-4
TU7028	pSYSA	NA	NA	NA	20.17096708566832	2.5126124179412295	0.6057070828418176	4.14823020750016	3.3505539320478934e-5	9.533614611265506e-4
TU2387	Chr	slr0337	hypothetical protein	NA	821.2183106359918	-0.605441282632145	0.14635672826983603	-4.136750594177677	3.522586221983339e-5	9.9466003321499e-4
TU705	Chr	NA	NA	sll1583; sll1584	530.2115218177632	-0.6038104422595023	0.14616739283417843	-4.130951716054095	3.6126446302018765e-5	0.0010123615520542986
TU7092	pSYSA	NA	NA	slr7100	217.95309632766418	0.8319295122880107	0.20325924502277287	4.092947960102885	4.259233367323666e-5	0.0011845792650924992
TU2090	Chr	sll0909; sll0910; sll0911	unknown protein ; unknown protein ; unknown protein	slr0950	552.108077626176	0.843207366907267	0.20722686944847715	4.069005960237766	4.721413966970424e-5	0.0012963569691617823
TU235	Chr	slr1788; slr1789	unknown protein ; unknown protein	sll1672; sll1673	1142.4764312239026	1.0442687805858402	0.2566703056116209	4.068521982305071	4.7312298144590596e-5	0.0012963569691617823
TU422	Chr	ncr0200; ssr1155; slr0689	ncRNA; hypothetical protein ; hypothetical protein	sll0639	5519.301800173249	-0.593659243814505	0.14623097362818638	-4.059736655545838	4.912809277186368e-5	0.0013362118761994393
TU750	Chr	sll1927	ABC transporter	NA	3056.248193769852	-0.44185320883856627	0.10892081690600806	-4.0566461158646865	4.9782423176547215e-5	0.0013441254257667748
TU2483	Chr	NA	NA	NA	23.664960803454335	2.040226748145441	0.5046822149212437	4.042596881413427	5.28624593320257e-5	0.0014169437468779932
TU7025	pSYSA	NA	NA	slr7032	138.50126519240405	0.9124259763623486	0.2265842362944007	4.026873145653585	5.652350718332499e-5	0.0015041759213749578
TU7037	pSYSA	NA	NA	sll7044; sll7043; ssl7042	117.55256349941446	1.0456094459327658	0.2598496833456981	4.023901174209672	5.724194519376336e-5	0.0015124139662266477
