locus_tag	gene_name	gene_product	TUs	rowname	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
NA	NA	NA	NA	BA000022.2-2377279-plus	31.51345565320684	-3.974281134302846	0.5801433591764209	-6.850515603496328	7.35842847424718e-12	1.3091313203728844e-9
sll1515	gifB	glutamine synthetase inactivating factor IF17	TU441	BA000022.2-458554-minus	21.4614106596329	-5.020689658576377	0.7539105757792955	-6.65952941883941	2.7470571569098145e-11	4.674774657454354e-9
slr1841	slr1841	probable porin	TU971	BA000022.2-959940-plus	72.58960576321559	-2.410328407850434	0.3624858789974853	-6.649440840334515	2.942085712535987e-11	4.798051449527439e-9
ssl1911_5'UTR	gifA	5'UTR of glutamine synthetase inactivating factor IF7	TU627	BA000022.2-632124-minus	38.94702198236121	-3.2172539199453434	0.4847497402287704	-6.636937893823334	3.202665068894641e-11	5.01409243186145e-9
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90633-plus	46.41616423727211	-4.019652694411837	0.606465581222594	-6.627998057710855	3.402699469458564e-11	5.122371432100316e-9
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-92560-plus	85.05179507192445	-2.4587409061920917	0.38001653072419717	-6.470089344551594	9.794498735391044e-11	1.4198395574192795e-8
sll0057	grpE	heat shock protein GrpE	TU2721	BA000022.2-2589111-minus	325.2455344670764	-4.864616609301132	0.7735601716279912	-6.288607903717863	3.203253837731328e-10	4.477691257457292e-8
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91955-plus	32.30904906277774	-5.292788330748058	0.8548644122626111	-6.191377550434435	5.964066072905351e-10	8.049432623914325e-8
slr0376	slr0376	hypothetical protein	TU2463	BA000022.2-2377240-plus	74.33315507924826	2.591716041011647	0.4205357243678548	6.162891499663885	7.142845221369084e-10	9.319032065479532e-8
ssl1911_5'UTR	gifA	5'UTR of glutamine synthetase inactivating factor IF7	TU627	BA000022.2-632114-minus	52.869229279235846	-3.061916553566925	0.5064695392528815	-6.045608504084393	1.4884713593811626e-9	1.8793151292315712e-7
slr0374	slr0374	hypothetical protein	TU2462	BA000022.2-2376979-plus	18.742522256460312	-4.457314816967552	0.7832207116440174	-5.691007337652546	1.262920800455837e-8	1.5447100040575456e-6
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91264-plus	17.612828470125194	-7.089417920776639	1.2918378030799478	-5.487854515384465	4.068449219787828e-8	4.825427347348351e-6
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91731-plus	28.383330249566935	-5.186642439678306	0.9496018332480405	-5.461912833442826	4.7103136270599067e-8	5.422402216562493e-6
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90562-plus	25.67832425472808	-4.7722435161756565	0.8830928664007676	-5.404010945786425	6.516696505615495e-8	7.287528606565441e-6
slr0012	rbcS	ribulose bisphosphate carboxylase small subunit	TU2584	BA000022.2-2480555-plus	16.61357291339841	-3.621794092658359	0.6735465854190019	-5.3771990996069	7.565349984394093e-8	8.2252166219218e-6
NA	NA	NA	NA	BA000022.2-632033-minus	30.49466413223818	-3.0369620308991023	0.568675331646482	-5.340414577341004	9.273426629790155e-8	9.809781575405046e-6
sll0517	rbp1; rbpA	putative RNA binding protein	TU3343	BA000022.2-3181793-minus	153.6482861140661	-1.5806985432470602	0.30014892000166843	-5.266380912642543	1.3913943329548604e-7	1.4331361629435062e-5
slr0011	rbcX	possible Rubisco chaperonin	TU2584	BA000022.2-2480081-plus	30.807209178777804	3.676240555471632	0.6994040712700755	5.256247005819971	1.4702479424171835e-7	1.4755257555438094e-5
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90995-plus	28.781946068924427	-3.329517505316436	0.6411361535793091	-5.1931520110487295	2.06763226086584e-7	2.0231781672572244e-5
6803t13_3'UTR	6803t13_3'UTR	tRNA	TU1364	BA000022.2-1329162-minus	29.22950581830607	-2.534162582718319	0.4896548943087033	-5.17540539709311	2.2741664025581684e-7	2.170996902344554e-5
ssr2799	rpl27	50S ribosomal protein L27	TU2028	BA000022.2-1958300-plus	15.716117762042598	-3.842219934647891	0.7522932063805786	-5.107343655452533	3.267192271621216e-7	2.973904779331497e-5
NA	NA	NA	NA	BA000022.2-92763-plus	8.272482409196934	-7.106742473735389	1.3906864514112371	-5.110240677561522	3.2174866655092866e-7	2.973904779331497e-5
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91660-plus	22.018574162143327	-3.7303651999753296	0.7373816897206658	-5.058933862852579	4.216070519782956e-7	3.7503863669160207e-5
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90706-plus	45.1021342830001	-2.4496143044195104	0.484716590065662	-5.053704277148166	4.333223790423615e-7	3.768941759048451e-5
sll1091	chlP	geranylgeranyl hydrogenase	TU2008	BA000022.2-1934516-minus	30.76199781766048	-2.504678703621345	0.49692555621582707	-5.040349952405147	4.646813374368705e-7	3.9538320754954586e-5
NA	NA	NA	NA	BA000022.2-1702793-minus	7.884188059764609	-7.160397424561502	1.4293891080263081	-5.009410932512656	5.459688638861455e-7	4.546642836702922e-5
slr2051	cpcG1	phycobilisome rod-core linker polypeptide	TU584	BA000022.2-597126-plus	39.02759134909573	2.598377926266756	0.5203001743082775	4.993997800829525	5.914207124141385e-7	4.822543059143621e-5
sll1515	gifB	glutamine synthetase inactivating factor IF17	TU441	BA000022.2-458596-minus	13.03603276226496	-5.892984534327888	1.181139299045232	-4.989237543015842	6.061807021557366e-7	4.84202299640317e-5
ssr2799	rpl27	50S ribosomal protein L27	TU2028	BA000022.2-1958357-plus	14.313304935815248	-3.577787362220528	0.7211254427772041	-4.961393885149475	6.998910257979949e-7	5.4787469499467044e-5
sll0517	rbp1; rbpA	putative RNA binding protein	TU3343	BA000022.2-3181815-minus	14.132370549140205	-3.697443319820646	0.7597089981313947	-4.866920529985823	1.1335058141858612e-6	8.699101483771493e-5
sll1515	gifB	glutamine synthetase inactivating factor IF17	TU441	BA000022.2-458593-minus	10.312891587758921	-6.469428256352862	1.3468905341543052	-4.803232402561156	1.561244966705259e-6	1.1751370768623815e-4
slr0374	slr0374	hypothetical protein	TU2462	BA000022.2-2376892-plus	10.795905813097487	-5.86804993343854	1.2249938172464683	-4.7902690208091805	1.6655785404006212e-6	1.2300140390807606e-4
slr1516	sodB	superoxide dismutase	TU1649	BA000022.2-1607782-plus	21.141813899915388	-3.1196019515828968	0.6610016474337104	-4.719507074898404	2.3641682399685384e-6	1.7135841650438627e-4
sll1515	gifB	glutamine synthetase inactivating factor IF17	TU441	BA000022.2-458610-minus	13.226184148956463	-3.9494111934754117	0.8407954510331371	-4.697231875627452	2.6371101987734563e-6	1.8766635123635103e-4
sll0541	desC; des9	acyl-lipid desaturase (delta 9)	TU2970	BA000022.2-2822709-minus	97.65144453136706	1.7903181172426996	0.38692577283622764	4.627032477364798	3.709423635438293e-6	2.5926221623402636e-4
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-92259-plus	12.401122513690249	-6.204170142491354	1.3517629442457078	-4.589687984052056	4.439090623803028e-6	3.048175561678079e-4
slr1104	slr1104	hypothetical protein	TU191	BA000022.2-202785-plus	9.446624252828705	-4.251551923014471	0.9281520227013172	-4.580663317029301	4.635035013102716e-6	3.127849489876557e-4
sll1091	chlP	geranylgeranyl hydrogenase	TU2008	BA000022.2-1934543-minus	33.07015787927293	-2.188577033431839	0.4781884893467714	-4.576808271611768	4.7212378958182835e-6	3.132021207497078e-4
sll1214	cycI; ycf59	hypothetical protein YCF59	TU8	BA000022.2-3201-minus	34.08791013752801	2.4925661742555474	0.5452708963352934	4.571243745095905	4.8483792946186505e-6	3.1627594265228997e-4
sll1515	gifB	glutamine synthetase inactivating factor IF17	TU441	BA000022.2-458672-minus	14.649061553596608	-3.5704611820054137	0.7839502591341995	-4.554448627835978	5.252315790796321e-6	3.3700924598650486e-4
slr1513	sbtB	periplasmic protein;  function unknown	TU1642	BA000022.2-1602060-plus	47.326576741189356	2.54077527563695	0.5597391729828314	4.539212901782885	5.6464602718750245e-6	3.564555726470782e-4
	NA	NA	TU905	BA000022.2-900892-plus	15.822719362403083	-3.418840091320455	0.7538396321453483	-4.535235274896327	5.753930760462975e-6	3.57474365023049e-4
slr2051	cpcG1	phycobilisome rod-core linker polypeptide	TU584	BA000022.2-597147-plus	22.70780970429935	3.542715594302452	0.7821368722602854	4.529534049538429	5.911390757012012e-6	3.6151849098351585e-4
slr1146,sml0011	NA	NA	TU807	BA000022.2-811016-minus	148.64255948990217	-1.4335001932071674	0.3178636066340186	-4.509796539424751	6.488983041871577e-6	3.907366096290054e-4
6803t14	6803t14	tRNA	TU1442	BA000022.2-1401517-plus	85.08065853077665	1.9196772427224107	0.4272507970163378	4.4930922449490565	7.0196359677470824e-6	4.162856845115467e-4
slr1834	psaA	P700 apoprotein subunit Ia	TU958	BA000022.2-943548-plus	24.541220130545142	3.5746982113559125	0.7970748879452438	4.484770835737936	7.299233976419122e-6	4.264059967717081e-4
slr0623	trxA	thioredoxin	TU3128	BA000022.2-2961377-plus	17.533121100293712	7.007584306884732	1.5685491813389258	4.467557912913514	7.911759657705853e-6	4.423803900037244e-4
sll0517	rbp1; rbpA	putative RNA binding protein	TU3343	BA000022.2-3181782-minus	9.454331105443632	-4.195725554064446	0.9391254751106454	-4.467694323349195	7.90671771923312e-6	4.423803900037244e-4
NA	NA	NA	NA	BA000022.2-1687439-minus	8.082649286418885	-6.333247654883411	1.417497399756909	-4.467907776035088	7.898834344728064e-6	4.423803900037244e-4
sll0558	gun4; ycf53	hypothetical protein YCF53	TU5	BA000022.2-2342-minus	24.288550064459944	-2.3671389829509746	0.532785563656055	-4.442948804219299	8.873428530186742e-6	4.891633699598719e-4
NA	NA	NA	NA	BA000022.2-632017-minus	33.29102573529082	-2.422310944166885	0.5472753732824353	-4.4261281658599145	9.593953486693856e-6	5.215379714849966e-4
slr2051	cpcG1	phycobilisome rod-core linker polypeptide	TU584	BA000022.2-597201-plus	27.783573122724594	2.7575936821505187	0.6256089993350918	4.407854882332795	1.0439945340072007e-5	5.597526857676963e-4
	NA	NA	TU2463	BA000022.2-2377049-plus	407.126145936151	1.388097759676777	0.31565259454664	4.397549025917083	1.0948016049282406e-5	5.790612813093424e-4
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90754-plus	13.645144339582874	-4.602146543888503	1.0529837924787724	-4.370576809216444	1.2391875397697651e-5	6.139468393239064e-4
slr0442	slr0442	unknown protein	TU2158	BA000022.2-2082661-plus	8.436357349800188	-5.5589729943175605	1.2706138504799038	-4.375029433386049	1.2141609428403024e-5	6.139468393239064e-4
sll0761	sll0761	unknown protein	TU2508	BA000022.2-2409593-minus	18.398844376730636	4.2419560861299646	0.9700266338470971	4.373030531446845	1.2253357958495645e-5	6.139468393239064e-4
	NA	NA	TU905	BA000022.2-900893-plus	21.79253018958358	-2.6502025778671285	0.605136056455904	-4.3795152339600305	1.1894360689503064e-5	6.139468393239064e-4
NA	NA	NA	NA	BA000022.2-632043-minus	29.83601694191937	-2.333270467674888	0.533174523369326	-4.376185217797154	1.2077439818109705e-5	6.139468393239064e-4
slr0012	rbcS	ribulose bisphosphate carboxylase small subunit	TU2584	BA000022.2-2480654-plus	11.70885292065145	-3.324953630510309	0.7650827718121871	-4.345874398184097	1.3872193535836275e-5	6.786970687407897e-4
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90851-plus	21.936306466382952	-3.12061907710207	0.7260176504667173	-4.298268885193072	1.7213726375633036e-5	8.317842596818235e-4
slr1516	sodB	superoxide dismutase	TU1649	BA000022.2-1607809-plus	12.432029356562174	-3.1237546998969274	0.7276603764682577	-4.29287453448854	1.7637468235134958e-5	8.41866471613637e-4
slr0335	apcE	phycobilisome core-membrane linker polypeptide	TU2385	BA000022.2-2294126-plus	12.62957424803214	6.9069530286067	1.6107071490136273	4.28814948318595	1.801678330140985e-5	8.496107209845561e-4
NA	NA	NA	NA	AP004311.1-91434-plus	7.995900593267065	-5.961409788279305	1.3914548277286989	-4.284299906458508	1.8331550107284e-5	8.541629419036854e-4
	NA	NA	TU7029	AP004311.1-32250-plus	27.08478003743505	-2.3208012013014208	0.543072506087904	-4.273464731292742	1.9245873861208106e-5	8.862158857972768e-4
NA	NA	NA	NA	BA000022.2-92707-plus	5.024310594459389	-6.346109315286495	1.486887948637568	-4.268048120977388	1.971907960542771e-5	8.974474136702797e-4
sll0851	psbC	photosystem II CP43 protein	TU1386	BA000022.2-1347623-minus	29.248315479167054	-2.0732500605839155	0.48812355439501515	-4.2473878630043185	2.1627735416521268e-5	9.729994990834971e-4
ssr0692_5'UTR	ssr0692	5'UTR of hypothetical protein	TU2842	BA000022.2-2695587-plus	19.542931834895573	-2.555604510100921	0.6033225267684554	-4.235884451040425	2.276538304787614e-5	0.0010125421505612182
slr1129	rne	ribonuclease E	TU87	BA000022.2-94679-plus	5.97949075550612	-6.033659817183618	1.4385446052858533	-4.194280660476752	2.7373888280861247e-5	0.0012038359408010216
	NA	NA	TU2463	BA000022.2-2377076-plus	29.940315345413914	3.3803686584683748	0.8077525059838182	4.184906432882171	2.8528358632141737e-5	0.001240666618735586
sll0057	grpE	heat shock protein GrpE	TU2721	BA000022.2-2589105-minus	7.7045368818885756	-4.673321784554074	1.1196421626973017	-4.173942300721949	2.9937360588624184e-5	0.0012876354872953305
slr1908	slr1908	probable porin	TU599	BA000022.2-612739-plus	22.98048844808385	3.105985917131968	0.7470876704552416	4.157458408113361	3.218078406557787e-5	0.0013690824873116498
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90899-plus	20.142109928801993	-3.236986547931013	0.7834710237887238	-4.131597021007277	3.6025157764425515e-5	0.0014930198059493632
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91115-plus	7.52877015748662	-5.907249338196731	1.429168461403688	-4.133347115982955	3.575181443638937e-5	0.0014930198059493632
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91370-plus	13.118454482263576	-3.638572204445578	0.8809588525446519	-4.13024080969906	3.623834480459619e-5	0.0014930198059493632
sll0517	rbp1; rbpA	putative RNA binding protein	TU3343	BA000022.2-3181830-minus	8.22975239450677	-4.302682542991797	1.0530984074087788	-4.0857364446869155	4.393723047580477e-5	0.0017913575008572905
	NA	NA	TU7029	AP004311.1-32251-plus	19.411609126724876	-2.579621846546638	0.6335078546119469	-4.071965055787314	4.661817438746331e-5	0.0018810673665209422
sll1578	cpcA	phycocyanin alpha subunit	TU716	BA000022.2-726644-minus	24.80799513725687	4.571287026798305	1.1232956545012938	4.069531479517568	4.710777462175497e-5	0.0018814268354035608
slr0474	rcp1	two-component response regulator CheY subfamily ;   regulator for phytochrome 1 (Cph1)	TU2746	BA000022.2-2610391-plus	10.282177826466503	6.489354048021235	1.6008814847249508	4.0536130312833105	5.043261492135348e-5	0.001993871260628056
slr1986	apcB	allophycocyanin beta subunit	TU1472	BA000022.2-1431350-plus	63.92632592563307	1.7755786421106527	0.4386474587045896	4.047848920302145	5.1690492035814444e-5	0.0020214361336085545
slr1513	sbtB	periplasmic protein;  function unknown	TU1642	BA000022.2-1602007-plus	14.354000598721896	-2.774694436364583	0.6862262182321872	-4.043410704290163	5.2679224738904585e-5	0.0020214361336085545
NA	NA	NA	NA	BA000022.2-1886882-plus	8.11099693347421	-5.149954172593005	1.273607023957266	-4.043597495710579	5.263725311197148e-5	0.0020214361336085545
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90681-plus	17.78262040219167	-3.7212765751979315	0.9257397864891944	-4.019786801332826	5.825083096204723e-5	0.002213531576557795
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91779-plus	15.34439975023335	-3.792734272162576	0.9453688402950162	-4.011909543135563	6.022957963971742e-5	0.002266717064517827
slr0623	trxA	thioredoxin	TU3128	BA000022.2-2961139-plus	12.63408621393009	-2.795545818135644	0.6999299817936465	-3.9940363905711744	6.495788721147526e-5	0.0024213825766258496
sll0947	lrtA	light repressed protein A homolog	TU2356	BA000022.2-2263005-minus	49.75365996349228	-1.9171652740596037	0.4807304928766066	-3.9880251044355943	6.662561469959679e-5	0.0024601193956058664
sll1515	gifB	glutamine synthetase inactivating factor IF17	TU441	BA000022.2-458553-minus	7.365200549579866	-5.07300728144367	1.2738373127973948	-3.9824608923592875	6.820535052745315e-5	0.0024949134763032864
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-92412-plus	6.822355944823067	-5.644319826418913	1.4239277740622918	-3.9639087945565943	7.373243210069993e-5	0.002672117955945736
slr1841	slr1841	probable porin	TU971	BA000022.2-958264-plus	18.444397336598637	3.6255055176259807	0.9196067243259721	3.942452161040148	8.065274102080426e-5	0.0028960993427103476
slr0628	rps14	30S ribosomal protein S14	TU2793	BA000022.2-2644920-plus	23.484765871299572	2.583125802554191	0.6592695542302222	3.9181633460539618	8.922623594246488e-5	0.0031748317043527956
sll1515	gifB	glutamine synthetase inactivating factor IF17	TU441	BA000022.2-458566-minus	7.508055484369694	-3.9324877862120853	1.0052741519606123	-3.9118560628883694	9.158949637646496e-5	0.0032007257930132486
slr1834	psaA	P700 apoprotein subunit Ia	TU958	BA000022.2-943549-plus	17.816434435245146	4.5233081314589345	1.1558958949468316	3.913248720090831	9.10626543033035e-5	0.0032007257930132486
slr0376	slr0376	hypothetical protein	TU2463	BA000022.2-2377448-plus	204.2027139999928	1.3267684192918845	0.3415988857363583	3.883995161260179	1.0275395312372851e-4	0.0034082963773413
slr0476	slr0476	unknown protein	TU2753	BA000022.2-2613294-plus	103.07811145564852	1.3720677259946892	0.3531211817400036	3.885543538435812	1.02101191796043e-4	0.0034082963773413
	NA	NA	TU312	BA000022.2-317864-minus	12.121320378668043	-2.84015927944228	0.7306317181695127	-3.8872652374822567	1.0137995822803375e-4	0.0034082963773413
slr0551	slr0551	hypothetical protein	TU3419	BA000022.2-3252598-plus	8.366464255549758	-3.6179747493238454	0.9301858310554066	-3.8895182323072177	1.0044342274130525e-4	0.0034082963773413
	NA	NA	TU905	BA000022.2-900891-plus	34.32649709562243	-1.798044526570374	0.46250642779389506	-3.887609811493538	1.0123619213183806e-4	0.0034082963773413
NA	NA	NA	NA	BA000022.2-1518065-plus	18.612321928860702	2.761577066098476	0.7106406898158322	3.8860384800287178	1.0189336231350166e-4	0.0034082963773413
sll1515	gifB	glutamine synthetase inactivating factor IF17	TU441	BA000022.2-458552-minus	7.315952012273817	-4.547997014457976	1.1740045638224637	-3.8739176614868227	1.0709961090390088e-4	0.0035225872023350252
sll1234	ahcY	adenosylhomocysteinase	TU1699	BA000022.2-1658645-minus	5.335597732997097	-5.756661467691847	1.4871202375825496	-3.8710127952060076	1.0838410216397547e-4	0.003535128132248333
ncr0075	rnpB	RNase P	TU139	BA000022.2-153414-plus	206.94442664293962	1.2714427901042533	0.3287709973440435	3.867259583039643	1.1006524992638524e-4	0.003560292464560924
slr0542	clpP	ATP-dependent protease ClpP	TU3385	BA000022.2-3212776-plus	8.526391289627414	6.175249816699767	1.6085714130479736	3.838965287216377	1.2355389526336487e-4	0.003963852016891886
slr0623	trxA	thioredoxin	TU3128	BA000022.2-2961163-plus	9.237088910528966	6.174275035821455	1.61792409470512	3.8161710157031608	1.3553858158927792e-4	0.004250099502978943
	NA	NA	TU318	BA000022.2-320656-plus	13.668408209619502	-2.5346175906460577	0.6636271408914004	-3.819339858887472	1.3380929679053503e-4	0.004250099502978943
slr0456	slr0456	unknown protein	TU3675	BA000022.2-3507893-plus	15.951511772064796	3.2451420038876	0.8504452024492202	3.815815521731239	1.3573388806141233e-4	0.004250099502978943
slr0823	ycf3	photosystem I assembly related protein	TU1771	BA000022.2-1716870-plus	7.441213357561053	-4.5090218116354315	1.1881532664255754	-3.794983306488996	1.4765339061634217e-4	0.004586629927558439
slr0186	leuA	2-isopropylmalate synthase	TU2432	BA000022.2-2340154-plus	15.128727900721781	-2.4392563298413745	0.6475234988470201	-3.767054530352509	1.651849304215952e-4	0.004973337059000951
sll1814	secY	preprotein translocase SecY subunit	TU836	BA000022.2-832582-minus	9.18707940462173	-3.4625072635424172	0.918863832013191	-3.7682485074597105	1.6439699916617742e-4	0.004973337059000951
slr1841	slr1841	probable porin	TU971	BA000022.2-958247-plus	28.875341827964483	-1.8418234417001007	0.48877819010000667	-3.768219366177639	1.6441618795556172e-4	0.004973337059000951
NA	NA	NA	NA	BA000022.2-2377452-plus	67.95054319306338	1.5935299371759712	0.4229792821357413	3.7673947743487353	1.649600348438598e-4	0.004973337059000951
slr2051	cpcG1	phycobilisome rod-core linker polypeptide	TU584	BA000022.2-597125-plus	23.04437031056845	2.352718859572677	0.6249716341971897	3.764521029174185	1.6686862555365827e-4	0.004985677865778767
slr0875	mscL	large-conductance mechanosensitive channel	TU1163	BA000022.2-1132097-plus	3.599241916337072	-5.930778579222847	1.5802899538622892	-3.7529686022035365	1.747527500091452e-4	0.005181683814665108
slr1841	slr1841	probable porin	TU971	BA000022.2-958246-plus	18.969407721300435	-2.079841399068569	0.5557539224828585	-3.7423782629851234	1.8228684712055798e-4	0.00536444150097642
sll1515	gifB	glutamine synthetase inactivating factor IF17	TU441	BA000022.2-458728-minus	12.370230598379752	-2.996608283518416	0.8086920806231157	-3.7054997264341467	2.109743575674859e-4	0.00616234056357567
ssl1911_5'UTR	gifA	5'UTR of glutamine synthetase inactivating factor IF7	TU627	BA000022.2-632096-minus	16.0588423215341	-2.5624319643565316	0.6923992653574538	-3.700801102141069	2.1491988991627226e-4	0.006231084808387331
slr0376	slr0376	hypothetical protein	TU2463	BA000022.2-2377451-plus	39.30102205707627	1.869427903270482	0.5054444787621538	3.6985821031199264	2.1680722109224386e-4	0.006239584289375313
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91336-plus	9.836288711780696	-4.628399373690367	1.2546684611698629	-3.6889421523952315	2.251884080977437e-4	0.006386865429670789
sll1968	pmgA	photomixotrophic growth related protein;  PmgA	TU914	BA000022.2-909327-minus	6.940286671561888	6.027596866630331	1.6336429949049875	3.6896659095219855	2.2454874734563612e-4	0.006386865429670789
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90924-plus	9.19913460312552	-5.084974441042943	1.3832472657618413	-3.676113856796477	2.3681386351044405e-4	0.006668269509207756
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91330-plus	4.150864959693229	-5.594655674161076	1.523494735822594	-3.672251398453506	2.4042299284893117e-4	0.006721539957219404
sll0541	desC; des9	acyl-lipid desaturase (delta 9)	TU2970	BA000022.2-2822702-minus	24.346818857932732	2.958967117068201	0.8107069518886374	3.6498602980706383	2.6238297109358935e-4	0.007283453538016374
sll0541	desC; des9	acyl-lipid desaturase (delta 9)	TU2970	BA000022.2-2822683-minus	13.391084514388325	-2.483155710100005	0.6822530767741838	-3.6396401784522765	2.730192801143166e-4	0.007525334242024191
slr0376	slr0376	hypothetical protein	TU2463	BA000022.2-2377461-plus	32.6777151517346	2.1538493819186244	0.5930974950135787	3.631526688321813	2.8174951356630865e-4	0.0077116615111785455
sll1098	fusB	elongation factor EF-G	TU1986	BA000022.2-1916883-minus	24.676467477858	-1.804669152002848	0.49823485751742963	-3.622125438984798	2.921923645171143e-4	0.007887178722206794
ssl0601	rps21	30S ribosomal protein S21	TU2550	BA000022.2-2448312-minus	10.243317548493426	-3.0814744092677375	0.8507195093955532	-3.6221978868889035	2.9211052140790214e-4	0.007887178722206794
sll0541	desC; des9	acyl-lipid desaturase (delta 9)	TU2970	BA000022.2-2822686-minus	12.138892189887093	-2.505930954249647	0.6927264924264757	-3.6174897043014718	2.9747415966401404e-4	0.007974752472088705
