locus_tag	gene_name	gene_product	TUs	rowname	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91410-plus	213.30532028335554	-5.023443181078518	0.5256597682133085	-9.556453593838752	1.21861035899952e-21	4.013290115638419e-19
	NA	NA		BA000022.2-2448801-minus	59.95323512315769	-6.046984809568863	0.6341646438529057	-9.53535468775118	1.4937406955125503e-21	4.540971714358153e-19
	NA	NA		BA000022.2-3329959-plus	1023.9081743864808	-4.2459080069231	0.44682848787958823	-9.502321633680822	2.052620773970685e-21	5.794255213380105e-19
	NA	NA		BA000022.2-2452183-minus	649.6074589200673	-4.323719171021958	0.4559284448726848	-9.483328403055285	2.4629886021675022e-21	6.489153970510645e-19
	NA	NA		BA000022.2-2448798-minus	222.17543648948345	-10.345006516763993	1.0926275605332323	-9.468008029849939	2.8523092207449244e-21	7.045203775239963e-19
	NA	NA		BA000022.2-3329927-plus	57.6835692437082	-5.840051756353486	0.6188651815664776	-9.436710822171463	3.846648097703524e-21	8.942325460073132e-19
sll0057	grpE	heat shock protein GrpE	TU2721	BA000022.2-2589112-minus	55.44053159951393	-6.691803058365365	0.7226206588562534	-9.260464638468806	2.035445113291862e-20	4.468932826516355e-18
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91362-plus	214.72955426902584	-3.935078426348976	0.4381297465265622	-8.981536765183796	2.6701086238303133e-19	5.553825937567051e-17
	NA	NA		BA000022.2-2448769-minus	1023.3550952570514	-4.08755249825463	0.45589074850547057	-8.966079069721637	3.0725742764532566e-19	6.071406770271635e-17
	NA	NA		BA000022.2-3326545-plus	661.4733644404903	-4.511514466375899	0.5043579132910201	-8.945065294876628	3.717299245032031e-19	6.995603150650756e-17
ssr0692_5'UTR	ssr0692	5'UTR of hypothetical protein	TU2842	BA000022.2-2695590-plus	53.872479141258104	-4.2339033861743545	0.5038347779692608	-8.403356757624753	4.338939804747912e-17	7.794313685619885e-15
ssr0692_5'UTR	ssr0692	5'UTR of hypothetical protein	TU2842	BA000022.2-2695591-plus	72.87372870169727	-3.768847842936418	0.456337834112974	-8.258898476525129	1.4702290940807712e-16	2.526237121655308e-14
	NA	NA	TU87	BA000022.2-92762-plus	40.817874903504524	-6.39158570261604	0.7871572316966848	-8.119833554522826	4.668234637188862e-16	7.687026369237658e-14
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91435-plus	142.85524053899104	-3.332581394570106	0.4174841310906104	-7.982534296248031	1.4335895695354339e-15	2.266218391521614e-13
slr0476	slr0476	unknown protein	TU2753	BA000022.2-2613286-plus	170.36383341128712	3.199410886513489	0.401711337973634	7.96445254110174	1.6595685835145433e-15	2.522544246942106e-13
slr1841	slr1841	probable porin	TU971	BA000022.2-959937-plus	150.60786847994973	3.527851064408398	0.44766962707213054	7.880478931486622	3.2612861137222075e-15	4.773556563492654e-13
	NA	NA	TU2928	BA000022.2-2781050-plus	86.26691162721275	-3.7900633212274006	0.4981688804553267	-7.607988916857432	2.783937067564588e-14	3.929328318219733e-12
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91287-plus	147.13398942886238	-2.8178694407809655	0.37278866127592825	-7.558892567001263	4.0651547855635786e-14	5.539824728464573e-12
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91139-plus	64.39138825058681	-5.302728119957547	0.7310519714227179	-7.253558334078191	4.0596241776512223e-13	5.347878250025876e-11
slr1986	apcB	allophycocyanin beta subunit	TU1472	BA000022.2-1431349-plus	239.69405643231667	2.5178868098042058	0.357893339848634	7.035299429905879	1.9883354374143187e-12	2.534806983439157e-10
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-92489-plus	52.128767782811146	-4.579153644882047	0.6513943001184426	-7.029772357617226	2.0687077016156633e-12	2.5548540114953444e-10
slr1908	slr1908	probable porin	TU599	BA000022.2-612761-plus	32.12552696552975	-4.045130622123611	0.5765400457766285	-7.016217957027799	2.279543667014669e-12	2.7299262339521126e-10
	NA	NA	TU905	BA000022.2-900894-plus	217.87282734507622	-2.3164464061688332	0.33164319619574834	-6.984754798954413	2.853539154298836e-12	3.316819628761471e-10
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91585-plus	54.70231528955999	-3.8442353939777574	0.5624874233683919	-6.83434906145455	8.237821879154788e-12	9.301677733262778e-10
sll1515	gifB	glutamine synthetase inactivating factor IF17	TU441	BA000022.2-458554-minus	21.862030158652846	-5.062589167579874	0.7648480781513977	-6.619078104786401	3.614458526722561e-11	3.967872249335433e-9
slr1146,sml0011	NA	NA	TU807	BA000022.2-811014-minus	47.38209279078965	-2.8877612670007218	0.4429784070878745	-6.518966208725092	7.079359851413238e-11	7.56152165750949e-9
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90633-plus	47.49710138168906	-4.063636221654698	0.6383686249203596	-6.365657808075485	1.9445452658257532e-10	2.0223270764587834e-8
ssl1911_5'UTR	gifA	5'UTR of glutamine synthetase inactivating factor IF7	TU627	BA000022.2-632124-minus	39.630516534228285	-3.260451577150848	0.5148849374523737	-6.332388733846844	2.413943601067578e-10	2.446129515748479e-8
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91955-plus	33.00421210326112	-5.330342274628804	0.8748046876036384	-6.093179826493919	1.106895991958455e-9	1.0936132400549536e-7
slr1841	slr1841	probable porin	TU971	BA000022.2-959940-plus	73.4527597742985	-2.4441562969638517	0.40147139958927336	-6.087996055171935	1.1433268808642815e-9	1.1020555690672294e-7
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-92560-plus	86.62722284118696	-2.50746041033331	0.4271573940905308	-5.87010887561011	4.3550904366797185e-9	4.097932715656726e-7
ssl1911_5'UTR	gifA	5'UTR of glutamine synthetase inactivating factor IF7	TU627	BA000022.2-632114-minus	53.90509800117486	-3.1101991788556447	0.5410739155212995	-5.748196484133065	9.020038520090164e-9	8.29004470497589e-7
slr0374	slr0374	hypothetical protein	TU2462	BA000022.2-2376979-plus	19.141531234313437	-4.498122408185322	0.8012337461906625	-5.613995203735396	1.977076964897321e-8	1.7757745830168664e-6
slr0376	slr0376	hypothetical protein	TU2463	BA000022.2-2377240-plus	75.02771190385302	2.547551520267906	0.4578193761610084	5.564534078111996	2.6285376001416045e-8	2.308440132391027e-6
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91264-plus	18.00790613111989	-7.131796941274194	1.2985696251459118	-5.492040475282826	3.9731630231446375e-8	3.4134652755364365e-6
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91731-plus	28.990844312935582	-5.2249497472601005	0.9647948272893043	-5.4156071316635925	6.10810860021245e-8	5.136009614476511e-6
slr0012	rbcS	ribulose bisphosphate carboxylase small subunit	TU2584	BA000022.2-2480555-plus	16.896591047734976	-3.6638848815698952	0.6821236219973891	-5.371291600841115	7.817467652129013e-8	6.436381700252888e-6
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90562-plus	26.40360210037762	-4.811541173298139	0.9026922058682986	-5.330212382491907	9.809797807035435e-8	7.911902231306946e-6
	NA	NA	TU87	BA000022.2-92763-plus	8.469265690718586	-7.14754231715539	1.383687210381117	-5.1655766299861225	2.3969879814556377e-7	1.8945793005425363e-5
ssr2799	rpl27	50S ribosomal protein L27	TU2028	BA000022.2-1958300-plus	15.935488770805268	-3.883295952769408	0.7563039369472232	-5.134570591347318	2.8278893902016745e-7	2.1913370333484346e-5
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90995-plus	29.091169881200077	-3.3620621887293543	0.6567310624165652	-5.119389627099433	3.065260994601188e-7	2.3295983558969028e-5
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91660-plus	22.330880437969967	-3.7666569851721543	0.7473688629631177	-5.0398901691440114	4.657990835232379e-7	3.473279203931766e-5
6803t13_3'UTR	6803t13_3'UTR	tRNA	TU1364	BA000022.2-1329162-minus	29.64134175650917	-2.5743631350401843	0.5113250644952094	-5.034689894542229	4.786230098393129e-7	3.502811360898083e-5
slr0011	rbcX	possible Rubisco chaperonin	TU2584	BA000022.2-2480081-plus	31.15752170830915	3.6377624862073805	0.724069104755057	5.024054281998383	5.059192767474581e-7	3.635259966738099e-5
sll1515	gifB	glutamine synthetase inactivating factor IF17	TU441	BA000022.2-458596-minus	13.311970807163865	-5.930415575726981	1.1837037651660454	-5.010050445260758	5.441576992120568e-7	3.840198620153658e-5
ssr2799	rpl27	50S ribosomal protein L27	TU2028	BA000022.2-1958357-plus	14.576264236997098	-3.619757548306835	0.7265880811437971	-4.981856490968861	6.297713418404626e-7	4.366414636760541e-5
sll1091	chlP	geranylgeranyl hydrogenase	TU2008	BA000022.2-1934516-minus	31.21732982588184	-2.5523199803246865	0.5186947494582556	-4.9206589867941135	8.625330152156485e-7	5.8771215105728325e-5
sll0517	rbp1; rbpA	putative RNA binding protein	TU3343	BA000022.2-3181815-minus	14.327596248549408	-3.73785858582431	0.7607291768194818	-4.913520737369181	8.945526603681989e-7	5.991986633517156e-5
sll1515	gifB	glutamine synthetase inactivating factor IF17	TU441	BA000022.2-458593-minus	10.55622859761151	-6.51173786722634	1.3452849344308664	-4.84041536522609	1.2956802870572856e-6	8.53421415741732e-5
slr0374	slr0374	hypothetical protein	TU2462	BA000022.2-2376892-plus	11.033173652858297	-5.908969357544824	1.22203408039351	-4.83535561924923	1.3290781317179478e-6	8.610683240244803e-5
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90706-plus	45.95451026075528	-2.484793307689858	0.5175013451271265	-4.801520481225913	1.5746539983363163e-6	1.0037149357137293e-4
sll1515	gifB	glutamine synthetase inactivating factor IF17	TU441	BA000022.2-458610-minus	13.4040600912139	-3.9932474164063843	0.8367313153477757	-4.77243691392935	1.8201012885149329e-6	1.1417524273350816e-4
slr1516	sodB	superoxide dismutase	TU1649	BA000022.2-1607782-plus	21.386707457540446	-3.158139477205723	0.6721885591930126	-4.698294003987791	2.6234360560300634e-6	1.6199717645985643e-4
slr2051	cpcG1	phycobilisome rod-core linker polypeptide	TU584	BA000022.2-597126-plus	39.119283717846	2.5504489076509334	0.5444721240667747	4.6842598452995245	2.809733819805474e-6	1.7083181624417282e-4
slr1104	slr1104	hypothetical protein	TU191	BA000022.2-202785-plus	9.596789107906474	-4.2898343636559435	0.9190641861656825	-4.667611281376383	3.04721714644578e-6	1.8246366913263215e-4
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-92259-plus	12.747328710434083	-6.239747145468381	1.3547155390282641	-4.60594638926497	4.105941705767217e-6	2.4218927792823945e-4
sll0517	rbp1; rbpA	putative RNA binding protein	TU3343	BA000022.2-3181793-minus	155.54872415458544	-1.620998666525952	0.35277300047116106	-4.595019075612243	4.327096821134345e-6	2.514806858400431e-4
sll1515	gifB	glutamine synthetase inactivating factor IF17	TU441	BA000022.2-458672-minus	14.916282931860685	-3.6191711257354227	0.7885109978940513	-4.589880338259675	4.435001858109684e-6	2.540163383079633e-4
sll0517	rbp1; rbpA	putative RNA binding protein	TU3343	BA000022.2-3181782-minus	9.62283713233754	-4.239983062621127	0.9298052823344899	-4.560076333375601	5.113502964663628e-6	2.8869376737643797e-4
	NA	NA	TU905	BA000022.2-900892-plus	16.102020709607284	-3.4604120579798607	0.7665505800230656	-4.514264483207013	6.353688534512433e-6	3.536588322308892e-4
slr0442	slr0442	unknown protein	TU2158	BA000022.2-2082661-plus	8.563671477768795	-5.59724014907565	1.259483663603903	-4.4440752276688	8.827071720376263e-6	4.8450815887398594e-4
slr0623	trxA	thioredoxin	TU3128	BA000022.2-2961377-plus	17.812122909569425	6.968367104818307	1.5772790119914657	4.417967304351611	9.96334878794264e-6	5.393856768486207e-4
slr0012	rbcS	ribulose bisphosphate carboxylase small subunit	TU2584	BA000022.2-2480654-plus	11.898088780537046	-3.36438119683882	0.7637981676920094	-4.404803964121918	1.0587958243114081e-5	5.654542023890114e-4
sll0558	gun4; ycf53	hypothetical protein YCF53	TU5	BA000022.2-2342-minus	24.553184212097964	-2.4056627956330114	0.5467561366151434	-4.399882570181988	1.0830947308766957e-5	5.707187168566269e-4
slr2051	cpcG1	phycobilisome rod-core linker polypeptide	TU584	BA000022.2-597147-plus	22.884425436469144	3.51116087730162	0.8003686472784629	4.3869295595733435	1.1496200004970879e-5	5.978024002584857e-4
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90754-plus	13.989796745808114	-4.636689467581399	1.0586100723535248	-4.3799786046556415	1.1869096197731739e-5	6.091775087459199e-4
sll1091	chlP	geranylgeranyl hydrogenase	TU2008	BA000022.2-1934543-minus	33.64773178710885	-2.2357181664364942	0.5111579310225066	-4.373830534066494	1.2208516545954185e-5	6.185648383283454e-4
slr1516	sodB	superoxide dismutase	TU1649	BA000022.2-1607809-plus	12.621160430883398	-3.16370636138668	0.7265171625035397	-4.354620268686723	1.3329778179871179e-5	6.668263717322898e-4
slr1834	psaA	P700 apoprotein subunit Ia	TU958	BA000022.2-943548-plus	24.729947876732936	3.5282877041303418	0.8124394859176981	4.342831392722048	1.4065808356925649e-5	6.948509328321271e-4
	NA	NA	TU905	BA000022.2-900893-plus	22.05834584248809	-2.68999722407505	0.6204083323316528	-4.335849607250363	1.4519819668603234e-5	7.084237942014813e-4
sll1214	cycI; ycf59	hypothetical protein YCF59	TU8	BA000022.2-3201-minus	34.38038287446314	2.4558122243066203	0.5699373087904359	4.308916413137667	1.640563521872418e-5	7.906715900536337e-4
sll0761	sll0761	unknown protein	TU2508	BA000022.2-2409593-minus	18.494380294599388	4.196246240279141	0.9781183645322766	4.290121106442706	1.785757101822472e-5	8.502785622171578e-4
slr1513	sbtB	periplasmic protein;  function unknown	TU1642	BA000022.2-1602060-plus	47.28043037324688	2.500640538433648	0.5842136074502433	4.280353121775967	1.865970033501776e-5	8.72475671838682e-4
slr1129	rne	ribonuclease E	TU87	BA000022.2-94679-plus	6.074214641731999	-6.07518069372101	1.4197342161098259	-4.279097189308745	1.8765291524870437e-5	8.72475671838682e-4
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90851-plus	22.312110247540602	-3.1659448965429524	0.7407714671128115	-4.273848328530199	1.921277538962043e-5	8.828940504625575e-4
sll0057	grpE	heat shock protein GrpE	TU2721	BA000022.2-2589105-minus	7.8445015633411135	-4.718809538009736	1.1051339257704833	-4.269898360707595	1.9556206629003726e-5	8.883463057221003e-4
slr0335	apcE	phycobilisome core-membrane linker polypeptide	TU2385	BA000022.2-2294126-plus	12.646980488598414	6.865360260157409	1.6121182362655926	4.258595992351492	2.0571487900532086e-5	9.238468202602591e-4
ssr0692_5'UTR	ssr0692	5'UTR of hypothetical protein	TU2842	BA000022.2-2695587-plus	19.781996797656433	-2.5986655148941007	0.6111243225937025	-4.252269822717868	2.1161467558766602e-5	9.396642673286024e-4
	NA	NA	TU7029	AP004311.1-32250-plus	27.354497118913116	-2.360236911845508	0.5563775516489561	-4.242149786328347	2.2138884787028254e-5	9.721430297592852e-4
slr2051	cpcG1	phycobilisome rod-core linker polypeptide	TU584	BA000022.2-597201-plus	27.85739926058651	2.7190901091431225	0.642460114786624	4.2323095964427235	2.3130370844478935e-5	0.0010045189623887995
ncr1240	ncr1240	ncr1240	TU2555	BA000022.2-2453860-plus	5.008376324953169	-6.1999458239340255	1.4674230504496633	-4.225056858711721	2.3888045668657877e-5	0.0010261473530710427
sll0517	rbp1; rbpA	putative RNA binding protein	TU3343	BA000022.2-3181830-minus	8.339141438523436	-4.346982487588663	1.0353950934815055	-4.19838042014665	2.6883074794692897e-5	0.0011423861461142615
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91115-plus	7.759390261406006	-5.945847377749881	1.4213261881503219	-4.183309522698416	2.872958124088037e-5	0.001207864947488928
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91370-plus	13.371908372843615	-3.672138786839042	0.8833197778096928	-4.157202045158087	3.221690457740651e-5	0.0013402232304201107
sll0541	desC; des9	acyl-lipid desaturase (delta 9)	TU2970	BA000022.2-2822709-minus	97.85603963071841	1.7434110083706447	0.4215244603230646	4.135966408768924	3.5346389846777476e-5	0.0014550930486923394
sll0851	psbC	photosystem II CP43 protein	TU1386	BA000022.2-1347623-minus	29.660431726753227	-2.1148705781755703	0.5130778532772379	-4.12192918612064	3.757127052117162e-5	0.0015307387742234046
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90899-plus	20.620055781696273	-3.2713863616871763	0.7988653115523139	-4.095041197032811	4.220933255217277e-5	0.0017021559412876202
slr1513	sbtB	periplasmic protein;  function unknown	TU1642	BA000022.2-1602007-plus	14.579576448966128	-2.815860753234051	0.6909427837467915	-4.075389192089709	4.5937452772327535e-5	0.0018337859934973576
	NA	NA	TU7029	AP004311.1-32251-plus	19.685436104709744	-2.6268108682757156	0.6453607596766153	-4.070298401148511	4.695295741386483e-5	0.0018555808769959382
sll1515	gifB	glutamine synthetase inactivating factor IF17	TU441	BA000022.2-458553-minus	7.4906348220128836	-5.109931905717965	1.26037231202463	-4.054303523622715	5.028389270386307e-5	0.001967543999660068
slr0623	trxA	thioredoxin	TU3128	BA000022.2-2961139-plus	12.826693557082496	-2.8348911177877754	0.6996738087608431	-4.051732510623069	5.0839769074854744e-5	0.0019697918370963326
	NA	NA	TU2463	BA000022.2-2377076-plus	30.33164083572982	3.3439717729079628	0.8272640176644208	4.04220623828032	5.2950628142569656e-5	0.0020316590526158764
slr1908	slr1908	probable porin	TU599	BA000022.2-612739-plus	23.120506211516375	3.0751981294946384	0.7623526592436504	4.0338261986855555	5.4875912855442026e-5	0.0020815962132928983
slr1146,sml0011	NA	NA	TU807	BA000022.2-811016-minus	150.47629297506043	-1.4783731631309631	0.36666054393976255	-4.031994136172558	5.5305567407832565e-5	0.0020815962132928983
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-92412-plus	6.940758263959628	-5.680913257761326	1.4100957970694346	-4.028742777311883	5.607593207094053e-5	0.00209068003343733
slr0474	rcp1	two-component response regulator CheY subfamily ;   regulator for phytochrome 1 (Cph1)	TU2746	BA000022.2-2610391-plus	10.411239341534033	6.4509220168297094	1.602449787151573	4.025662500349864	5.681512887017257e-5	0.0020984428906067475
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90681-plus	18.22847522943902	-3.7600745223047713	0.9369677525635409	-4.013024473913023	5.994569539667421e-5	0.0021785753086547505
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91779-plus	15.721089935691994	-3.825168681820058	0.9533466073423572	-4.0123588339853375	6.011502818248719e-5	0.0021785753086547505
sll1515	gifB	glutamine synthetase inactivating factor IF17	TU441	BA000022.2-458566-minus	7.651915625149926	-3.9687868100160926	0.9896453162782572	-4.0103123257748985	6.063848278138222e-5	0.0021785753086547505
6803t14	6803t14	tRNA	TU1442	BA000022.2-1401517-plus	85.56327162604259	1.8827307079792324	0.46984847005232255	4.007101923242552	6.146834161027518e-5	0.0021884944688631306
sll1578	cpcA	phycocyanin alpha subunit	TU716	BA000022.2-726644-minus	25.096330232062193	4.525793763454614	1.1331646787481984	3.9939417882793853	6.498382422936808e-5	0.0022930006549505594
slr0551	slr0551	hypothetical protein	TU3419	BA000022.2-3252598-plus	8.549708772502644	-3.65889132385218	0.9199830073358887	-3.9771292455147567	6.975225724890923e-5	0.0024394771738733565
sll1515	gifB	glutamine synthetase inactivating factor IF17	TU441	BA000022.2-458552-minus	7.434891448103786	-4.583443438533978	1.154224265533792	-3.971016357392453	7.156666479322516e-5	0.0024809777128318054
sll1234	ahcY	adenosylhomocysteinase	TU1699	BA000022.2-1658645-minus	5.419735750629	-5.79467908043559	1.4617187295817256	-3.9642914626220547	7.361426649898678e-5	0.0025297702713390938
	NA	NA	TU312	BA000022.2-317864-minus	12.316234070835144	-2.878845979485124	0.7322733728204637	-3.931381484481411	8.445912935001059e-5	0.00287743516544174
slr0823	ycf3	photosystem I assembly related protein	TU1771	BA000022.2-1716870-plus	7.54373481548645	-4.5566386777155685	1.1648654987520506	-3.9117294508226133	9.163753620658069e-5	0.0030953123340889477
sll1814	secY	preprotein translocase SecY subunit	TU836	BA000022.2-832582-minus	9.292661206173777	-3.5002334295548834	0.9025618461787457	-3.8781092335933822	1.0527145101190369e-4	0.0035257014779579952
slr0875	mscL	large-conductance mechanosensitive channel	TU1163	BA000022.2-1132097-plus	3.6879147016478235	-5.973911657374112	1.5425701891486534	-3.8727000556591347	1.0763626074008814e-4	0.003570940888920694
slr1841	slr1841	probable porin	TU971	BA000022.2-958264-plus	18.44808202305855	3.5781073855188126	0.9243579586014096	3.8709109952735536	1.084293792182397e-4	0.003570940888920694
slr1834	psaA	P700 apoprotein subunit Ia	TU958	BA000022.2-943549-plus	17.87365531533151	4.485208034073689	1.1616811210560172	3.860963178945738	1.1294092440562697e-4	0.0036887812665375025
	NA	NA	TU318	BA000022.2-320656-plus	13.868453451557208	-2.5724630134016575	0.6685373607127664	-3.8478971626342706	1.1913604018998935e-4	0.003859226482219983
slr0542	clpP	ATP-dependent protease ClpP	TU3385	BA000022.2-3212776-plus	8.578860563007312	6.136335468197902	1.6042906716829288	3.8249524082570265	1.3079735102274168e-4	0.004202529522291668
sll0947	lrtA	light repressed protein A homolog	TU2356	BA000022.2-2263005-minus	50.187309927019164	-1.9550796226200702	0.5116031527540438	-3.821476885151226	1.326548494745421e-4	0.004227838428414439
slr0623	trxA	thioredoxin	TU3128	BA000022.2-2961163-plus	9.35294799776262	6.1390184184366055	1.6164319277933141	3.7978824303584124	1.4593751083910814e-4	0.004613960342689243
slr0186	leuA	2-isopropylmalate synthase	TU2432	BA000022.2-2340154-plus	15.377252993770085	-2.481935437444638	0.6557947250602412	-3.7846224475450727	1.5394210030908565e-4	0.00482840619382148
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91330-plus	4.238434399740135	-5.635095030627889	1.4938093414931322	-3.772298695759493	1.6175045469202606e-4	0.0050333684798652524
slr0628	rps14	30S ribosomal protein S14	TU2793	BA000022.2-2644920-plus	23.65765950024746	2.541173840693612	0.6753754355840759	3.76260921970898	1.6814983545358178e-4	0.005151381005523684
sll1515	gifB	glutamine synthetase inactivating factor IF17	TU441	BA000022.2-458728-minus	12.58466135125955	-3.0369360165570454	0.8069873199503093	-3.763300787358154	1.6768531295871997e-4	0.005151381005523684
	NA	NA	TU905	BA000022.2-900891-plus	34.71901804449779	-1.8352699465134532	0.4884109177403158	-3.7576349746736244	1.7152684978803705e-4	0.0052144162335563266
slr1841	slr1841	probable porin	TU971	BA000022.2-958246-plus	19.2248601913436	-2.124939641468147	0.566051355966804	-3.753969704460462	1.7405590984881283e-4	0.005250908058950445
slr0456	slr0456	unknown protein	TU3675	BA000022.2-3507893-plus	16.0150875496832	3.2121350955540287	0.8572678778399045	3.746944424941929	1.7900172453940382e-4	0.0053592031468160896
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90924-plus	9.352431892266356	-5.128920578667181	1.376868477311611	-3.7250620979293507	1.9526714765094347e-4	0.005802223815913749
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91336-plus	10.132432562588214	-4.666681198877381	1.2545795268783482	-3.719717322734449	1.9944587248145245e-4	0.00582889948895939
	NA	NA	TU441	BA000022.2-458950-minus	3.5709441103052098	-5.879622776129211	1.5801853655242484	-3.7208437088509325	1.985582995388578e-4	0.00582889948895939
ssl1911_5'UTR	gifA	5'UTR of glutamine synthetase inactivating factor IF7	TU627	BA000022.2-632096-minus	16.28780298535948	-2.5988460135813067	0.6989390547075022	-3.718272710728539	2.0058965852694257e-4	0.00582889948895939
sll0934	ccmA	carboxysome formation protein CcmA	TU331	BA000022.2-334708-minus	6.403073274733713	-4.222425144713946	1.1385664960749946	-3.708545051404556	2.0845357606827112e-4	0.00601320096804239
sll0541	desC; des9	acyl-lipid desaturase (delta 9)	TU2970	BA000022.2-2822686-minus	12.2851573498771	-2.5472227393060667	0.6884062232197499	-3.700173899347441	2.1545177645097952e-4	0.006170039279233848
ssl0601	rps21	30S ribosomal protein S21	TU2550	BA000022.2-2448312-minus	10.407213667632904	-3.11866236810221	0.8436997872760761	-3.696412414860215	2.1866764974531376e-4	0.006217083106427913
sll0541	desC; des9	acyl-lipid desaturase (delta 9)	TU2970	BA000022.2-2822683-minus	13.544328934403353	-2.51741909964367	0.6814040448120715	-3.694458697171315	2.2035570651933358e-4	0.006220326801174331
sll1515	gifB	glutamine synthetase inactivating factor IF17	TU441	BA000022.2-458524-minus	10.675536601498806	-2.9805624656175613	0.8076750151875456	-3.690299203975577	2.239904375552986e-4	0.006278086590202412
sll1734	cupA	protein involved in low CO2-inducible;  high aff inity CO2 uptake	TU951	BA000022.2-936136-minus	5.728596259934127	-4.325133622641143	1.1729931895795846	-3.687262348207942	2.2667962654421994e-4	0.0063087174936813884
sll1968	pmgA	photomixotrophic growth related protein;  PmgA	TU914	BA000022.2-909327-minus	6.9841569869162	5.987872057256041	1.6264488251189726	3.681561918689963	2.3180947487480436e-4	0.006406370941994593
slr0374	slr0374	hypothetical protein	TU2462	BA000022.2-2376985-plus	8.284520124019311	-3.6361377955609573	0.9886510984216085	-3.6778776672236426	2.3518270074001778e-4	0.006454458564753821
	NA	NA		BA000022.2-2448622-minus	44.77574359144767	-3.95332516436711	1.0776744716440516	-3.668385276247748	2.4408717564446415e-4	0.006652638056185671
	NA	NA	TU2555	BA000022.2-2453931-plus	16.69718977660871	3.326728091937416	0.9095489922733522	3.6575578887977205	2.5462976278353477e-4	0.00689244398986664
slr1841	slr1841	probable porin	TU971	BA000022.2-958247-plus	29.286164403516977	-1.8835436240560048	0.5153070851628851	-3.6551867387203285	2.5699484474587343e-4	0.00690914031588906
